36,0,2022-06-16,68,2,25.0,37.0,4.0,1885,360
36,1,2022-06-16,41,1,15.0,22.0,3.0,928,198
36,2,2022-06-16,26,1,9.0,15.0,1.0,931,158
37,0,2022-06-16,93,4,46.0,35.0,8.0,3688,685
37,1,2022-06-16,48,4,21.0,20.0,3.0,1894,432
37,2,2022-06-16,45,0,25.0,15.0,5.0,1785,250
38,0,2022-06-16,227,14,117.0,89.0,7.0,13148,2410
38,1,2022-06-16,107,9,57.0,38.0,3.0,6363,1408
38,2,2022-06-16,120,5,60.0,51.0,4.0,6721,991
39,0,2022-06-16,49,1,25.0,22.0,1.0,3229,638
39,1,2022-06-16,24,1,13.0,10.0,0.0,1487,338
39,2,2022-06-16,25,0,12.0,12.0,1.0,1723,297
40,0,2022-06-16,58,0,33.0,25.0,0.0,2050,383
40,1,2022-06-16,30,0,14.0,16.0,0.0,1041,202
40,2,2022-06-16,28,0,19.0,9.0,0.0,1004,178
41,0,2022-06-16,113,3,34.0,72.0,4.0,2811,471
41,1,2022-06-16,62,2,15.0,44.0,1.0,1363,279
41,2,2022-06-16,50,1,19.0,27.0,3.0,1435,190
42,0,2022-06-16,172,15,112.0,30.0,15.0,9194,1812
42,1,2022-06-16,99,13,61.0,17.0,8.0,4527,1054
42,2,2022-06-16,72,2,50.0,13.0,7.0,4612,747
43,0,2022-06-16,63,3,51.0,9.0,0.0,2496,379
43,1,2022-06-16,26,1,23.0,2.0,0.0,1207,219
43,2,2022-06-16,37,2,28.0,7.0,0.0,1264,156
44,0,2022-06-16,80,8,68.0,4.0,0.0,8191,1259
44,1,2022-06-16,41,6,33.0,2.0,0.0,4043,704
44,2,2022-06-16,39,2,35.0,2.0,0.0,4129,554
45,0,2022-06-16,243,19,93.0,116.0,15.0,5087,915
45,1,2022-06-16,117,16,31.0,61.0,9.0,2511,546
45,2,2022-06-16,125,3,62.0,55.0,5.0,2550,365
46,0,2022-06-16,29,1,21.0,7.0,0.0,1083,164
46,1,2022-06-16,16,1,11.0,4.0,0.0,526,102
46,2,2022-06-16,13,0,10.0,3.0,0.0,551,61
47,0,2022-06-16,15,0,11.0,4.0,0.0,1977,372
47,1,2022-06-16,9,0,5.0,4.0,0.0,996,213
47,2,2022-06-16,6,0,6.0,0.0,0.0,930,154
48,0,2022-06-16,14,1,5.0,8.0,0.0,648,154
48,1,2022-06-16,6,1,3.0,2.0,0.0,344,84
48,2,2022-06-16,8,0,2.0,6.0,0.0,298,69
49,0,2022-06-16,118,5,61.0,52.0,0.0,6973,1082
49,1,2022-06-16,49,3,27.0,19.0,0.0,3354,671
49,2,2022-06-16,68,2,33.0,33.0,0.0,3595,408
50,0,2022-06-16,297,2,86.0,209.0,0.0,3503,631
50,1,2022-06-16,140,1,43.0,96.0,0.0,1646,350
50,2,2022-06-16,153,1,40.0,112.0,0.0,1817,274
51,0,2022-06-16,112,11,74.0,27.0,0.0,6365,1196
51,1,2022-06-16,53,8,37.0,8.0,0.0,3135,679
51,2,2022-06-16,54,3,36.0,15.0,0.0,3139,504
52,0,2022-06-16,18,1,11.0,6.0,0.0,2255,483
52,1,2022-06-16,9,1,6.0,2.0,0.0,1057,250
52,2,2022-06-16,9,0,5.0,4.0,0.0,1170,228
53,0,2022-06-16,18,0,12.0,5.0,1.0,2331,376
53,1,2022-06-16,11,0,7.0,3.0,1.0,1114,213
53,2,2022-06-16,7,0,5.0,2.0,0.0,1214,163
54,0,2022-06-16,105,17,57.0,23.0,8.0,7592,1547
54,1,2022-06-16,57,15,28.0,11.0,3.0,3689,881
54,2,2022-06-16,46,1,28.0,12.0,5.0,3849,653
55,0,2022-06-16,64,3,51.0,7.0,3.0,2059,466
55,1,2022-06-16,25,3,18.0,3.0,1.0,1017,265
55,2,2022-06-16,38,0,32.0,4.0,2.0,1031,200
56,0,2022-06-16,86,4,58.0,23.0,1.0,4684,699
56,1,2022-06-16,55,2,39.0,14.0,0.0,2280,390
56,2,2022-06-16,29,2,17.0,9.0,1.0,2373,304
57,0,2022-06-16,175,10,78.0,41.0,46.0,11416,3017
57,1,2022-06-16,99,8,39.0,15.0,37.0,5641,1680
57,2,2022-06-16,75,2,38.0,26.0,9.0,5691,1314
58,0,2022-06-16,39,0,22.0,17.0,0.0,1933,436
58,1,2022-06-16,13,0,7.0,6.0,0.0,923,239
58,2,2022-06-16,19,0,12.0,7.0,0.0,984,192
59,0,2022-06-16,616,44,342.0,200.0,30.0,29469,5211
59,1,2022-06-16,286,28,148.0,93.0,17.0,14318,2864
59,2,2022-06-16,318,16,184.0,105.0,13.0,14871,2313
60,0,2022-06-16,168,4,82.0,82.0,0.0,7961,1821
60,1,2022-06-16,75,3,35.0,37.0,0.0,3840,986
60,2,2022-06-16,93,1,47.0,45.0,0.0,4053,819
61,0,2022-06-16,69,2,27.0,40.0,0.0,3330,539
61,1,2022-06-16,27,1,10.0,16.0,0.0,1562,300
61,2,2022-06-16,42,1,17.0,24.0,0.0,1732,235
62,0,2022-06-16,161,16,75.0,61.0,9.0,12802,2462
62,1,2022-06-16,79,11,39.0,23.0,6.0,6048,1300
62,2,2022-06-16,80,4,36.0,37.0,3.0,6600,1139
63,0,2022-06-16,142,7,59.0,59.0,17.0,5038,1059
63,1,2022-06-16,59,4,27.0,22.0,6.0,2403,593
