dep,sexe,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
38,1,2021-04-15,311,60,173.0,76.0,2.0,3182,931
38,2,2021-04-15,304,40,190.0,68.0,6.0,3315,669
39,0,2021-04-15,91,10,65.0,14.0,2.0,1733,443
39,1,2021-04-15,48,6,32.0,9.0,1.0,785,228
39,2,2021-04-15,43,4,33.0,5.0,1.0,933,213
40,0,2021-04-15,42,7,24.0,11.0,0.0,771,227
40,1,2021-04-15,23,5,14.0,4.0,0.0,388,118
40,2,2021-04-15,19,2,10.0,7.0,0.0,382,106
41,0,2021-04-15,128,20,66.0,42.0,0.0,1299,276
41,1,2021-04-15,78,14,41.0,23.0,0.0,655,165
41,2,2021-04-15,50,6,25.0,19.0,0.0,641,111
42,0,2021-04-15,541,79,378.0,84.0,0.0,4788,1182
42,1,2021-04-15,281,49,199.0,33.0,0.0,2403,690
42,2,2021-04-15,259,30,178.0,51.0,0.0,2351,483
43,0,2021-04-15,74,7,49.0,17.0,1.0,1140,235
43,1,2021-04-15,33,4,23.0,6.0,0.0,553,134
43,2,2021-04-15,40,3,25.0,11.0,1.0,568,99
44,0,2021-04-15,297,52,192.0,53.0,0.0,3236,739
44,1,2021-04-15,155,38,97.0,20.0,0.0,1592,409
44,2,2021-04-15,142,14,95.0,33.0,0.0,1627,326
45,0,2021-04-15,351,76,143.0,127.0,5.0,2414,522
45,1,2021-04-15,183,45,75.0,61.0,2.0,1243,308
45,2,2021-04-15,168,31,68.0,66.0,3.0,1159,211
46,0,2021-04-15,27,4,11.0,11.0,1.0,340,88
46,1,2021-04-15,15,3,6.0,6.0,0.0,161,52
46,2,2021-04-15,12,1,5.0,5.0,1.0,178,36
47,0,2021-04-15,56,6,37.0,13.0,0.0,699,149
47,1,2021-04-15,32,4,22.0,6.0,0.0,349,93
47,2,2021-04-15,24,2,15.0,7.0,0.0,335,52
48,0,2021-04-15,27,4,19.0,4.0,0.0,380,116
48,1,2021-04-15,16,3,11.0,2.0,0.0,202,68
48,2,2021-04-15,11,1,8.0,2.0,0.0,173,48
49,0,2021-04-15,237,44,131.0,61.0,1.0,2819,649
49,1,2021-04-15,138,33,75.0,29.0,1.0,1360,396
49,2,2021-04-15,99,11,56.0,32.0,0.0,1437,253
50,0,2021-04-15,170,25,96.0,49.0,0.0,1184,314
50,1,2021-04-15,90,17,49.0,24.0,0.0,576,174
50,2,2021-04-15,73,7,42.0,24.0,0.0,599,137
51,0,2021-04-15,276,43,148.0,83.0,2.0,3040,811
51,1,2021-04-15,141,34,77.0,28.0,2.0,1500,453
51,2,2021-04-15,127,8,66.0,53.0,0.0,1503,350
52,0,2021-04-15,135,12,73.0,25.0,25.0,1074,324
52,1,2021-04-15,75,8,38.0,13.0,16.0,503,166
52,2,2021-04-15,60,4,35.0,12.0,9.0,562,154
53,0,2021-04-15,60,6,38.0,15.0,1.0,1101,262
53,1,2021-04-15,37,5,22.0,9.0,1.0,524,142
53,2,2021-04-15,23,1,16.0,6.0,0.0,575,120
54,0,2021-04-15,420,111,234.0,73.0,2.0,3977,1100
54,1,2021-04-15,229,78,126.0,25.0,0.0,1948,630
54,2,2021-04-15,189,32,107.0,48.0,2.0,2003,463
55,0,2021-04-15,74,10,56.0,7.0,1.0,1248,347
55,1,2021-04-15,37,8,25.0,3.0,1.0,615,195
55,2,2021-04-15,37,2,31.0,4.0,0.0,630,152
56,0,2021-04-15,219,40,128.0,28.0,23.0,1646,366
56,1,2021-04-15,116,27,64.0,11.0,14.0,837,215
56,2,2021-04-15,102,13,63.0,17.0,9.0,798,149
57,0,2021-04-15,594,133,382.0,72.0,7.0,6624,2220
57,1,2021-04-15,325,86,202.0,35.0,2.0,3300,1241
57,2,2021-04-15,266,46,178.0,37.0,5.0,3285,960
58,0,2021-04-15,198,7,106.0,85.0,0.0,809,272
58,1,2021-04-15,104,7,56.0,41.0,0.0,369,154
58,2,2021-04-15,94,0,50.0,44.0,0.0,429,115
59,0,2021-04-15,1453,341,838.0,269.0,5.0,14025,3278
59,1,2021-04-15,694,211,382.0,98.0,3.0,6948,1787
59,2,2021-04-15,745,125,450.0,168.0,2.0,6948,1473
60,0,2021-04-15,593,79,300.0,213.0,1.0,3925,1138
60,1,2021-04-15,313,54,160.0,99.0,0.0,1950,634
60,2,2021-04-15,277,24,138.0,114.0,1.0,1951,493
61,0,2021-04-15,142,12,99.0,31.0,0.0,1368,312
61,1,2021-04-15,73,5,54.0,14.0,0.0,623,179
61,2,2021-04-15,65,7,41.0,17.0,0.0,733,129
62,0,2021-04-15,816,147,478.0,182.0,9.0,6826,1688
62,1,2021-04-15,406,92,238.0,72.0,4.0,3272,889
62,2,2021-04-15,391,51,229.0,106.0,5.0,3489,786
63,0,2021-04-15,267,49,139.0,66.0,13.0,2256,645
63,1,2021-04-15,130,35,65.0,25.0,5.0,1056,358
63,2,2021-04-15,134,14,74.0,41.0,5.0,1181,284
64,0,2021-04-15,89,17,37.0,35.0,0.0,1836,460
64,1,2021-04-15,53,13,20.0,20.0,0.0,915,251
64,2,2021-04-15,34,4,15.0,15.0,0.0,911,207
65,0,2021-04-15,52,13,31.0,8.0,0.0,872,193
65,1,2021-04-15,27,10,15.0,2.0,0.0,422,94
65,2,2021-04-15,25,3,16.0,6.0,0.0,445,99
66,0,2021-04-15,163,34,71.0,56.0,2.0,1107,270
66,1,2021-04-15,88,24,45.0,19.0,0.0,581,176
66,2,2021-04-15,75,10,26.0,37.0,2.0,525,94
67,0,2021-04-15,464,93,292.0,78.0,1.0,6260,1536
67,1,2021-04-15,235,60,148.0,26.0,1.0,3213,859
67,2,2021-04-15,228,33,143.0,52.0,0.0,3034,671
68,0,2021-04-15,249,47,156.0,45.0,1.0,5638,1437
68,1,2021-04-15,113,31,66.0,15.0,1.0,2912,825
68,2,2021-04-15,136,16,90.0,30.0,0.0,2716,609
69,0,2021-04-15,1196,283,724.0,185.0,4.0,12995,2806
69,1,2021-04-15,623,177,356.0,87.0,3.0,6378,1632
69,2,2021-04-15,565,105,361.0,98.0,1.0,6472,1151
70,0,2021-04-15,74,16,41.0,13.0,4.0,1082,239
70,1,2021-04-15,32,11,15.0,6.0,0.0,544,135
70,2,2021-04-15,41,5,25.0,7.0,4.0,537,103
71,0,2021-04-15,283,23,174.0,65.0,21.0,4105,1018
71,1,2021-04-15,117,15,66.0,23.0,13.0,1886,543
71,2,2021-04-15,162,8,104.0,42.0,8.0,2188,470
72,0,2021-04-15,203,22,148.0,32.0,1.0,2339,505
72,1,2021-04-15,94,10,66.0,17.0,1.0,1094,292
72,2,2021-04-15,109,12,82.0,15.0,0.0,1235,211
73,0,2021-04-15,176,34,128.0,13.0,1.0,2526,641
73,1,2021-04-15,105,25,72.0,7.0,1.0,1258,368
73,2,2021-04-15,70,9,55.0,6.0,0.0,1256,271
74,0,2021-04-15,263,43,164.0,54.0,2.0,4417,950
74,1,2021-04-15,118,24,73.0,20.0,1.0,2312,571
74,2,2021-04-15,142,19,90.0,32.0,1.0,2083,376
75,0,2021-04-15,1717,531,946.0,238.0,2.0,16629,3896
75,1,2021-04-15,940,346,496.0,97.0,1.0,9006,2404
75,2,2021-04-15,760,181,437.0,141.0,1.0,7523,1478
76,0,2021-04-15,726,118,363.0,243.0,2.0,5065,1299
76,1,2021-04-15,361,79,184.0,96.0,2.0,2458,716
76,2,2021-04-15,358,39,177.0,142.0,0.0,2575,574
77,0,2021-04-15,708,204,347.0,151.0,6.0,7537,1774
77,1,2021-04-15,364,132,175.0,56.0,1.0,3942,1006
77,2,2021-04-15,339,70,169.0,95.0,5.0,3548,759
78,0,2021-04-15,664,118,348.0,187.0,11.0,7027,1602
78,1,2021-04-15,361,79,190.0,87.0,5.0,3540,937
78,2,2021-04-15,301,39,156.0,100.0,6.0,3462,663
79,0,2021-04-15,77,17,43.0,17.0,0.0,850,229
79,1,2021-04-15,33,10,18.0,5.0,0.0,399,130
79,2,2021-04-15,44,7,25.0,12.0,0.0,444,98
80,0,2021-04-15,371,83,210.0,76.0,2.0,2583,809
80,1,2021-04-15,175,45,101.0,27.0,2.0,1268,460
80,2,2021-04-15,187,34,104.0,49.0,0.0,1262,339
81,0,2021-04-15,134,32,73.0,29.0,0.0,1137,326
81,1,2021-04-15,67,22,36.0,9.0,0.0,576,197
81,2,2021-04-15,67,10,37.0,20.0,0.0,556,128
82,0,2021-04-15,71,18,37.0,16.0,0.0,717,175
82,1,2021-04-15,26,8,12.0,6.0,0.0,382,92
82,2,2021-04-15,44,10,24.0,10.0,0.0,323,75
83,0,2021-04-15,552,79,288.0,172.0,13.0,5172,1263
83,1,2021-04-15,275,61,144.0,63.0,7.0,2609,745
83,2,2021-04-15,271,17,141.0,107.0,6.0,2489,505
84,0,2021-04-15,331,27,183.0,116.0,5.0,3308,776
84,1,2021-04-15,165,19,96.0,47.0,3.0,1626,450
84,2,2021-04-15,162,8,84.0,68.0,2.0,1640,313
85,0,2021-04-15,131,19,83.0,28.0,1.0,1268,237
85,1,2021-04-15,63,11,38.0,13.0,1.0,641,142
85,2,2021-04-15,68,8,45.0,15.0,0.0,625,94
86,0,2021-04-15,96,19,57.0,20.0,0.0,1088,245
86,1,2021-04-15,53,16,28.0,9.0,0.0,563,130
86,2,2021-04-15,41,3,27.0,11.0,0.0,518,112
87,0,2021-04-15,97,21,49.0,27.0,0.0,938,259
87,1,2021-04-15,47,15,20.0,12.0,0.0,444,143
87,2,2021-04-15,49,6,28.0,15.0,0.0,491,115
88,0,2021-04-15,225,26,122.0,77.0,0.0,2386,785
88,1,2021-04-15,98,21,60.0,17.0,0.0,1114,435
88,2,2021-04-15,125,5,60.0,60.0,0.0,1263,348
89,0,2021-04-15,243,12,170.0,61.0,0.0,1826,500
89,1,2021-04-15,116,7,87.0,22.0,0.0,901,285
89,2,2021-04-15,120,5,80.0,35.0,0.0,911,210
90,0,2021-04-15,91,19,64.0,8.0,0.0,1809,536
90,1,2021-04-15,59,15,41.0,3.0,0.0,894,310
90,2,2021-04-15,32,4,23.0,5.0,0.0,915,226
91,0,2021-04-15,841,180,363.0,291.0,7.0,7771,1640
91,1,2021-04-15,429,125,198.0,104.0,2.0,3801,882
91,2,2021-04-15,386,51,160.0,170.0,5.0,3741,725
92,0,2021-04-15,1192,259,555.0,344.0,34.0,12277,2411
92,1,2021-04-15,632,177,298.0,146.0,11.0,6448,1423
92,2,2021-04-15,539,79,249.0,192.0,19.0,5759,977
93,0,2021-04-15,1144,185,653.0,290.0,16.0,11182,2137
93,1,2021-04-15,569,114,317.0,129.0,9.0,6006,1288
93,2,2021-04-15,562,68,328.0,159.0,7.0,5069,830
94,0,2021-04-15,960,200,563.0,183.0,14.0,11610,2656
94,1,2021-04-15,485,129,278.0,73.0,5.0,5874,1502
94,2,2021-04-15,468,68,284.0,107.0,9.0,5651,1131
95,0,2021-04-15,756,96,400.0,248.0,12.0,7643,1753
95,1,2021-04-15,375,60,206.0,102.0,7.0,4032,1059
95,2,2021-04-15,375,35,189.0,146.0,5.0,3556,685
971,0,2021-04-15,92,23,53.0,15.0,1.0,986,214
971,1,2021-04-15,55,16,32.0,6.0,1.0,556,129
971,2,2021-04-15,36,7,21.0,8.0,0.0,428,85
972,0,2021-04-15,114,24,88.0,2.0,0.0,544,66
972,1,2021-04-15,62,17,43.0,2.0,0.0,277,38
972,2,2021-04-15,52,7,45.0,0.0,0.0,266,28
973,0,2021-04-15,41,12,26.0,3.0,0.0,2296,91
973,1,2021-04-15,25,7,15.0,3.0,0.0,924,59
973,2,2021-04-15,16,5,11.0,0.0,0.0,1369,32
974,0,2021-04-15,148,37,83.0,28.0,0.0,1311,147
974,1,2021-04-15,78,24,38.0,16.0,0.0,662,88
974,2,2021-04-15,69,13,45.0,11.0,0.0,644,59
976,0,2021-04-15,12,6,6.0,0.0,0.0,1228,124
976,1,2021-04-15,3,1,2.0,0.0,0.0,560,73
976,2,2021-04-15,9,5,4.0,0.0,0.0,649,50
978,0,2021-04-15,0,0,0.0,0.0,0.0,0,0
978,1,2021-04-15,0,0,0.0,0.0,0.0,0,0
01,0,2021-04-16,194,22,132.0,39.0,1.0,2493,575
01,1,2021-04-16,104,14,69.0,21.0,0.0,1215,342
01,2,2021-04-16,90,8,63.0,18.0,1.0,1255,230
02,0,2021-04-16,332,56,197.0,77.0,2.0,3534,961
02,1,2021-04-16,173,32,100.0,40.0,1.0,1701,529
02,2,2021-04-16,156,24,95.0,37.0,0.0,1816,425
03,0,2021-04-16,96,21,66.0,7.0,2.0,1843,528
03,1,2021-04-16,45,11,30.0,2.0,2.0,858,303
03,2,2021-04-16,50,10,35.0,5.0,0.0,967,216
04,0,2021-04-16,156,8,67.0,81.0,0.0,969,231
04,1,2021-04-16,77,5,34.0,38.0,0.0,457,139
04,2,2021-04-16,79,3,33.0,43.0,0.0,481,85
05,0,2021-04-16,119,14,39.0,66.0,0.0,1057,239
05,1,2021-04-16,57,10,16.0,31.0,0.0,525,147
05,2,2021-04-16,61,4,22.0,35.0,0.0,525,91
06,0,2021-04-16,591,97,256.0,237.0,1.0,5749,1417
06,1,2021-04-16,286,63,130.0,92.0,1.0,2861,820
06,2,2021-04-16,301,34,124.0,143.0,0.0,2805,581
07,0,2021-04-16,123,11,98.0,5.0,9.0,1790,468
07,1,2021-04-16,65,9,51.0,2.0,3.0,799,275
07,2,2021-04-16,57,2,46.0,3.0,6.0,957,190
08,0,2021-04-16,71,11,41.0,16.0,3.0,1008,328
08,1,2021-04-16,38,6,22.0,9.0,1.0,507,192
08,2,2021-04-16,33,5,19.0,7.0,2.0,490,135
09,0,2021-04-16,40,14,20.0,6.0,0.0,336,64
09,1,2021-04-16,19,10,7.0,2.0,0.0,156,40
09,2,2021-04-16,21,4,13.0,4.0,0.0,177,24
10,0,2021-04-16,151,17,111.0,23.0,0.0,1648,380
10,1,2021-04-16,76,12,51.0,13.0,0.0,862,232
10,2,2021-04-16,75,5,60.0,10.0,0.0,779,146
11,0,2021-04-16,139,18,60.0,60.0,1.0,957,321
11,1,2021-04-16,73,13,33.0,27.0,0.0,486,187
11,2,2021-04-16,58,5,27.0,25.0,1.0,467,124
12,0,2021-04-16,105,8,51.0,45.0,1.0,838,200
12,1,2021-04-16,48,6,24.0,17.0,1.0,424,112
12,2,2021-04-16,56,2,26.0,28.0,0.0,399,88
13,0,2021-04-16,1499,351,739.0,401.0,8.0,18084,3189
13,1,2021-04-16,814,235,389.0,186.0,4.0,9229,1878
13,2,2021-04-16,669,116,343.0,207.0,3.0,8738,1290
14,0,2021-04-16,228,51,127.0,50.0,0.0,2076,495
14,1,2021-04-16,124,37,63.0,24.0,0.0,1002,286
14,2,2021-04-16,103,14,63.0,26.0,0.0,1064,205
15,0,2021-04-16,43,8,33.0,2.0,0.0,500,115
15,1,2021-04-16,24,5,18.0,1.0,0.0,237,64
15,2,2021-04-16,18,3,14.0,1.0,0.0,262,48
16,0,2021-04-16,63,11,31.0,21.0,0.0,510,139
16,1,2021-04-16,32,8,17.0,7.0,0.0,271,82
16,2,2021-04-16,31,3,14.0,14.0,0.0,234,57
17,0,2021-04-16,111,23,59.0,29.0,0.0,904,273
17,1,2021-04-16,59,16,26.0,17.0,0.0,486,176
17,2,2021-04-16,52,7,33.0,12.0,0.0,416,97
18,0,2021-04-16,90,11,60.0,19.0,0.0,1314,460
18,1,2021-04-16,37,7,24.0,6.0,0.0,609,248
18,2,2021-04-16,53,4,36.0,13.0,0.0,702,211
19,0,2021-04-16,56,7,46.0,3.0,0.0,751,191
19,1,2021-04-16,20,3,17.0,0.0,0.0,367,112
19,2,2021-04-16,36,4,29.0,3.0,0.0,379,78
21,0,2021-04-16,243,52,107.0,78.0,6.0,3302,861
21,1,2021-04-16,135,33,57.0,42.0,3.0,1647,501
21,2,2021-04-16,107,18,50.0,36.0,3.0,1629,353
22,0,2021-04-16,125,17,86.0,20.0,2.0,970,201
22,1,2021-04-16,64,12,41.0,9.0,2.0,457,112
22,2,2021-04-16,60,5,45.0,10.0,0.0,510,88
23,0,2021-04-16,46,15,17.0,14.0,0.0,480,83
23,1,2021-04-16,24,7,8.0,9.0,0.0,244,46
23,2,2021-04-16,22,8,9.0,5.0,0.0,235,36
24,0,2021-04-16,148,13,74.0,60.0,1.0,661,183
24,1,2021-04-16,79,9,42.0,27.0,1.0,333,102
24,2,2021-04-16,69,4,32.0,33.0,0.0,328,81
25,0,2021-04-16,130,36,73.0,20.0,1.0,2104,473
25,1,2021-04-16,66,23,37.0,6.0,0.0,1098,284
25,2,2021-04-16,64,13,36.0,14.0,1.0,1002,188
26,0,2021-04-16,221,40,137.0,44.0,0.0,2538,712
26,1,2021-04-16,127,25,77.0,25.0,0.0,1263,399
26,2,2021-04-16,91,13,60.0,18.0,0.0,1235,298
27,0,2021-04-16,247,20,96.0,131.0,0.0,1493,412
27,1,2021-04-16,101,15,47.0,39.0,0.0,752,231
27,2,2021-04-16,145,5,49.0,91.0,0.0,724,177
28,0,2021-04-16,234,37,117.0,79.0,1.0,2286,454
28,1,2021-04-16,110,21,56.0,32.0,1.0,1147,243
28,2,2021-04-16,122,16,59.0,47.0,0.0,1121,209
29,0,2021-04-16,103,30,38.0,33.0,2.0,902,227
29,1,2021-04-16,66,21,24.0,19.0,2.0,466,148
29,2,2021-04-16,37,9,14.0,14.0,0.0,430,78
2A,0,2021-04-16,68,9,32.0,24.0,3.0,403,96
2A,1,2021-04-16,39,7,20.0,10.0,2.0,188,55
2A,2,2021-04-16,27,2,10.0,14.0,1.0,215,41
2B,0,2021-04-16,25,6,14.0,5.0,0.0,406,84
2B,1,2021-04-16,16,4,9.0,3.0,0.0,220,53
2B,2,2021-04-16,8,2,4.0,2.0,0.0,185,31
30,0,2021-04-16,248,57,129.0,62.0,0.0,2398,541
30,1,2021-04-16,146,40,75.0,31.0,0.0,1237,304
30,2,2021-04-16,102,17,54.0,31.0,0.0,1150,237
31,0,2021-04-16,378,100,181.0,95.0,2.0,4498,720
31,1,2021-04-16,198,66,88.0,43.0,1.0,2351,435
31,2,2021-04-16,177,32,92.0,52.0,1.0,2119,280
32,0,2021-04-16,39,4,30.0,4.0,1.0,395,89
32,1,2021-04-16,19,0,16.0,3.0,0.0,194,49
32,2,2021-04-16,20,4,14.0,1.0,1.0,200,40
33,0,2021-04-16,435,102,277.0,51.0,5.0,4547,898
33,1,2021-04-16,262,73,153.0,33.0,3.0,2313,500
33,2,2021-04-16,171,29,122.0,18.0,2.0,2216,395
34,0,2021-04-16,428,99,231.0,97.0,1.0,3774,814
34,1,2021-04-16,226,66,121.0,39.0,0.0,2015,471
34,2,2021-04-16,198,32,108.0,57.0,1.0,1747,341
35,0,2021-04-16,349,52,182.0,108.0,7.0,2790,615
35,1,2021-04-16,176,34,98.0,41.0,3.0,1407,332
35,2,2021-04-16,170,17,82.0,67.0,4.0,1364,280
36,0,2021-04-16,58,6,24.0,28.0,0.0,872,227
36,1,2021-04-16,27,4,9.0,14.0,0.0,437,116
36,2,2021-04-16,31,2,15.0,14.0,0.0,425,109
37,0,2021-04-16,240,59,119.0,57.0,5.0,1732,421
37,1,2021-04-16,140,44,67.0,27.0,2.0,862,261
37,2,2021-04-16,100,15,52.0,30.0,3.0,867,159
38,0,2021-04-16,593,92,346.0,147.0,8.0,6583,1616
38,1,2021-04-16,295,59,158.0,76.0,2.0,3211,937
38,2,2021-04-16,296,33,186.0,71.0,6.0,3337,670
39,0,2021-04-16,87,10,61.0,14.0,2.0,1744,444
39,1,2021-04-16,45,6,29.0,9.0,1.0,791,229
39,2,2021-04-16,42,4,32.0,5.0,1.0,938,213
40,0,2021-04-16,41,8,23.0,10.0,0.0,776,227
40,1,2021-04-16,22,5,14.0,3.0,0.0,391,118
40,2,2021-04-16,19,3,9.0,7.0,0.0,384,106
41,0,2021-04-16,130,18,67.0,45.0,0.0,1308,277
41,1,2021-04-16,82,14,43.0,25.0,0.0,659,166
41,2,2021-04-16,48,4,24.0,20.0,0.0,646,111
42,0,2021-04-16,558,86,377.0,93.0,2.0,4812,1187
42,1,2021-04-16,291,55,200.0,36.0,0.0,2416,693
42,2,2021-04-16,266,31,176.0,57.0,2.0,2362,485
43,0,2021-04-16,75,7,49.0,18.0,1.0,1141,237
43,1,2021-04-16,36,4,26.0,6.0,0.0,553,134
43,2,2021-04-16,39,3,23.0,12.0,1.0,568,101
44,0,2021-04-16,300,50,196.0,54.0,0.0,3244,743
44,1,2021-04-16,157,37,99.0,21.0,0.0,1595,410
44,2,2021-04-16,143,13,97.0,33.0,0.0,1632,329
45,0,2021-04-16,351,74,149.0,123.0,5.0,2430,523
45,1,2021-04-16,186,44,81.0,59.0,2.0,1248,309
45,2,2021-04-16,165,30,68.0,64.0,3.0,1170,211
46,0,2021-04-16,23,4,7.0,11.0,1.0,344,88
46,1,2021-04-16,12,3,3.0,6.0,0.0,164,52
46,2,2021-04-16,11,1,4.0,5.0,1.0,179,36
47,0,2021-04-16,55,7,35.0,13.0,0.0,700,150
47,1,2021-04-16,31,5,20.0,6.0,0.0,350,94
47,2,2021-04-16,24,2,15.0,7.0,0.0,335,52
48,0,2021-04-16,29,4,21.0,4.0,0.0,379,116
48,1,2021-04-16,18,3,13.0,2.0,0.0,201,68
48,2,2021-04-16,11,1,8.0,2.0,0.0,173,48
49,0,2021-04-16,215,41,110.0,63.0,1.0,2844,654
49,1,2021-04-16,125,31,63.0,30.0,1.0,1372,399
49,2,2021-04-16,90,10,47.0,33.0,0.0,1450,255
50,0,2021-04-16,172,25,100.0,47.0,0.0,1199,314
50,1,2021-04-16,89,17,50.0,22.0,0.0,586,174
50,2,2021-04-16,76,7,45.0,24.0,0.0,604,137
51,0,2021-04-16,274,40,152.0,80.0,2.0,3052,817
51,1,2021-04-16,139,32,78.0,27.0,2.0,1505,456
51,2,2021-04-16,127,7,69.0,51.0,0.0,1510,353
52,0,2021-04-16,135,12,72.0,26.0,25.0,1079,326
52,1,2021-04-16,74,8,37.0,13.0,16.0,506,167
52,2,2021-04-16,61,4,35.0,13.0,9.0,564,155
53,0,2021-04-16,51,6,31.0,13.0,1.0,1114,262
53,1,2021-04-16,31,5,17.0,8.0,1.0,531,142
53,2,2021-04-16,20,1,14.0,5.0,0.0,581,120
54,0,2021-04-16,409,106,230.0,71.0,2.0,3996,1102
54,1,2021-04-16,221,73,123.0,25.0,0.0,1958,630
54,2,2021-04-16,186,32,106.0,46.0,2.0,2012,465
55,0,2021-04-16,71,10,52.0,8.0,1.0,1251,347
55,1,2021-04-16,35,8,23.0,3.0,1.0,618,195
55,2,2021-04-16,36,2,29.0,5.0,0.0,630,152
56,0,2021-04-16,220,37,131.0,29.0,23.0,1655,367
56,1,2021-04-16,114,26,64.0,10.0,14.0,843,216
56,2,2021-04-16,105,11,66.0,19.0,9.0,801,149
57,0,2021-04-16,578,134,374.0,63.0,7.0,6658,2222
57,1,2021-04-16,318,85,201.0,30.0,2.0,3317,1242
57,2,2021-04-16,257,48,171.0,33.0,5.0,3302,961
58,0,2021-04-16,195,6,102.0,87.0,0.0,815,273
58,1,2021-04-16,102,6,54.0,42.0,0.0,371,155
58,2,2021-04-16,93,0,48.0,45.0,0.0,433,115
59,0,2021-04-16,1424,336,822.0,259.0,7.0,14120,3287
59,1,2021-04-16,679,211,370.0,95.0,3.0,7002,1793
59,2,2021-04-16,731,119,447.0,161.0,4.0,6988,1476
60,0,2021-04-16,592,80,291.0,220.0,1.0,3951,1145
60,1,2021-04-16,309,55,151.0,103.0,0.0,1965,639
60,2,2021-04-16,280,24,138.0,117.0,1.0,1962,495
61,0,2021-04-16,146,12,103.0,31.0,0.0,1374,313
61,1,2021-04-16,72,5,53.0,14.0,0.0,628,180
61,2,2021-04-16,70,7,46.0,17.0,0.0,734,129
62,0,2021-04-16,771,137,445.0,184.0,5.0,6891,1703
62,1,2021-04-16,380,84,220.0,73.0,3.0,3306,896
62,2,2021-04-16,373,50,215.0,106.0,2.0,3519,794
63,0,2021-04-16,265,44,141.0,67.0,13.0,2272,646
63,1,2021-04-16,130,32,67.0,26.0,5.0,1064,359
63,2,2021-04-16,132,12,74.0,41.0,5.0,1189,284
64,0,2021-04-16,97,16,47.0,34.0,0.0,1839,462
64,1,2021-04-16,56,11,26.0,19.0,0.0,917,253
64,2,2021-04-16,39,5,19.0,15.0,0.0,912,207
65,0,2021-04-16,52,12,32.0,8.0,0.0,874,193
65,1,2021-04-16,28,9,17.0,2.0,0.0,423,94
65,2,2021-04-16,24,3,15.0,6.0,0.0,446,99
66,0,2021-04-16,172,35,79.0,56.0,2.0,1114,271
66,1,2021-04-16,89,25,45.0,19.0,0.0,587,176
66,2,2021-04-16,83,10,34.0,37.0,2.0,526,95
67,0,2021-04-16,489,90,320.0,78.0,1.0,6286,1542
67,1,2021-04-16,245,57,163.0,24.0,1.0,3227,864
67,2,2021-04-16,243,33,156.0,54.0,0.0,3046,672
68,0,2021-04-16,253,46,163.0,43.0,1.0,5650,1439
68,1,2021-04-16,115,31,69.0,14.0,1.0,2919,825
68,2,2021-04-16,138,15,94.0,29.0,0.0,2721,611
69,0,2021-04-16,1176,278,703.0,191.0,4.0,13066,2822
69,1,2021-04-16,618,171,351.0,93.0,3.0,6413,1638
69,2,2021-04-16,549,106,344.0,98.0,1.0,6507,1160
70,0,2021-04-16,79,18,39.0,13.0,9.0,1089,240
70,1,2021-04-16,37,12,15.0,6.0,4.0,545,136
70,2,2021-04-16,41,6,23.0,7.0,5.0,543,103
71,0,2021-04-16,257,24,170.0,60.0,3.0,4160,1022
71,1,2021-04-16,108,16,68.0,22.0,2.0,1918,543
71,2,2021-04-16,145,8,98.0,38.0,1.0,2211,474
72,0,2021-04-16,200,21,146.0,32.0,1.0,2357,507
72,1,2021-04-16,95,12,65.0,17.0,1.0,1101,292
72,2,2021-04-16,105,9,81.0,15.0,0.0,1246,213
73,0,2021-04-16,177,35,128.0,13.0,1.0,2537,641
73,1,2021-04-16,104,26,70.0,7.0,1.0,1263,368
73,2,2021-04-16,72,9,57.0,6.0,0.0,1262,271
74,0,2021-04-16,251,44,151.0,54.0,2.0,4446,950
74,1,2021-04-16,114,24,69.0,20.0,1.0,2327,571
74,2,2021-04-16,134,20,81.0,32.0,1.0,2097,376
75,0,2021-04-16,1709,522,924.0,261.0,2.0,16736,3915
75,1,2021-04-16,933,344,486.0,102.0,1.0,9055,2416
75,2,2021-04-16,764,175,429.0,159.0,1.0,7576,1485
76,0,2021-04-16,736,120,372.0,242.0,2.0,5095,1306
76,1,2021-04-16,370,80,191.0,97.0,2.0,2471,720
76,2,2021-04-16,360,40,180.0,140.0,0.0,2592,577
77,0,2021-04-16,685,213,318.0,149.0,5.0,7585,1784
77,1,2021-04-16,348,138,155.0,54.0,1.0,3965,1013
77,2,2021-04-16,332,74,159.0,95.0,4.0,3572,762
78,0,2021-04-16,685,122,366.0,186.0,11.0,7046,1606
78,1,2021-04-16,369,79,201.0,84.0,5.0,3551,940
78,2,2021-04-16,314,43,163.0,102.0,6.0,3470,664
79,0,2021-04-16,80,16,46.0,18.0,0.0,855,229
79,1,2021-04-16,35,9,20.0,6.0,0.0,400,130
79,2,2021-04-16,43,7,24.0,12.0,0.0,448,98
80,0,2021-04-16,367,84,202.0,79.0,2.0,2596,811
80,1,2021-04-16,174,48,93.0,31.0,2.0,1276,461
80,2,2021-04-16,184,33,103.0,48.0,0.0,1267,340
81,0,2021-04-16,134,33,72.0,29.0,0.0,1147,326
81,1,2021-04-16,66,22,36.0,8.0,0.0,583,197
81,2,2021-04-16,68,11,36.0,21.0,0.0,559,128
82,0,2021-04-16,68,17,35.0,16.0,0.0,722,177
82,1,2021-04-16,25,8,11.0,6.0,0.0,384,93
82,2,2021-04-16,42,9,23.0,10.0,0.0,326,76
