dep,sexe,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
69,2,2021-03-24,438,67,267.0,104.0,0.0,5930,1059
70,0,2021-03-24,80,12,38.0,19.0,11.0,996,227
70,1,2021-03-24,37,9,16.0,6.0,6.0,507,130
70,2,2021-03-24,43,3,22.0,13.0,5.0,488,96
71,0,2021-03-24,257,20,151.0,64.0,22.0,3795,960
71,1,2021-03-24,108,13,57.0,25.0,13.0,1752,509
71,2,2021-03-24,144,7,89.0,39.0,9.0,2016,446
72,0,2021-03-24,186,16,123.0,46.0,1.0,2076,482
72,1,2021-03-24,88,12,56.0,20.0,0.0,960,277
72,2,2021-03-24,96,4,65.0,26.0,1.0,1106,203
73,0,2021-03-24,108,15,76.0,16.0,1.0,2307,613
73,1,2021-03-24,63,13,42.0,8.0,0.0,1143,352
73,2,2021-03-24,44,2,33.0,8.0,1.0,1153,259
74,0,2021-03-24,247,33,129.0,68.0,17.0,4064,884
74,1,2021-03-24,115,19,66.0,24.0,6.0,2142,531
74,2,2021-03-24,130,13,62.0,44.0,11.0,1902,350
75,0,2021-03-24,1412,382,810.0,216.0,4.0,14739,3533
75,1,2021-03-24,793,259,444.0,87.0,3.0,8006,2189
75,2,2021-03-24,606,119,358.0,128.0,1.0,6647,1333
76,0,2021-03-24,703,93,389.0,211.0,10.0,4415,1152
76,1,2021-03-24,350,63,195.0,85.0,7.0,2139,632
76,2,2021-03-24,350,30,194.0,123.0,3.0,2247,511
77,0,2021-03-24,616,176,325.0,104.0,11.0,6687,1600
77,1,2021-03-24,335,114,173.0,46.0,2.0,3497,911
77,2,2021-03-24,275,59,150.0,57.0,9.0,3150,683
78,0,2021-03-24,531,84,240.0,198.0,9.0,6382,1495
78,1,2021-03-24,265,54,126.0,82.0,3.0,3216,867
78,2,2021-03-24,266,30,114.0,116.0,6.0,3142,626
79,0,2021-03-24,55,8,27.0,20.0,0.0,753,221
79,1,2021-03-24,29,5,17.0,7.0,0.0,352,126
79,2,2021-03-24,24,3,9.0,12.0,0.0,397,94
80,0,2021-03-24,338,64,172.0,100.0,2.0,2260,721
80,1,2021-03-24,172,47,79.0,44.0,2.0,1090,419
80,2,2021-03-24,163,17,91.0,55.0,0.0,1122,294
81,0,2021-03-24,94,18,43.0,33.0,0.0,1011,287
81,1,2021-03-24,48,15,21.0,12.0,0.0,510,175
81,2,2021-03-24,46,3,22.0,21.0,0.0,496,111
82,0,2021-03-24,71,18,37.0,16.0,0.0,626,155
82,1,2021-03-24,34,9,19.0,6.0,0.0,333,83
82,2,2021-03-24,36,9,18.0,9.0,0.0,282,64
83,0,2021-03-24,537,74,298.0,154.0,11.0,4549,1117
83,1,2021-03-24,272,50,158.0,58.0,6.0,2276,651
83,2,2021-03-24,261,23,139.0,94.0,5.0,2214,453
84,0,2021-03-24,237,17,136.0,74.0,10.0,2962,729
84,1,2021-03-24,121,12,68.0,33.0,8.0,1456,420
84,2,2021-03-24,114,5,68.0,39.0,2.0,1467,296
85,0,2021-03-24,82,13,51.0,17.0,1.0,1134,208
85,1,2021-03-24,38,9,21.0,7.0,1.0,577,129
85,2,2021-03-24,44,4,30.0,10.0,0.0,555,79
86,0,2021-03-24,83,12,55.0,16.0,0.0,930,227
86,1,2021-03-24,46,8,32.0,6.0,0.0,476,119
86,2,2021-03-24,37,4,23.0,10.0,0.0,448,105
87,0,2021-03-24,67,16,29.0,22.0,0.0,875,245
87,1,2021-03-24,41,12,15.0,14.0,0.0,410,136
87,2,2021-03-24,26,4,14.0,8.0,0.0,462,108
88,0,2021-03-24,167,18,99.0,50.0,0.0,2183,719
88,1,2021-03-24,75,11,45.0,19.0,0.0,1027,404
88,2,2021-03-24,91,7,53.0,31.0,0.0,1148,313
89,0,2021-03-24,183,15,106.0,62.0,0.0,1658,428
89,1,2021-03-24,85,12,48.0,25.0,0.0,810,249
89,2,2021-03-24,95,3,57.0,35.0,0.0,834,176
90,0,2021-03-24,87,15,54.0,18.0,0.0,1665,517
90,1,2021-03-24,45,12,25.0,8.0,0.0,831,298
90,2,2021-03-24,42,3,29.0,10.0,0.0,834,219
91,0,2021-03-24,701,128,339.0,230.0,4.0,6970,1505
91,1,2021-03-24,330,82,164.0,84.0,0.0,3424,814
91,2,2021-03-24,344,43,162.0,135.0,4.0,3345,662
92,0,2021-03-24,1010,221,433.0,332.0,24.0,11021,2209
92,1,2021-03-24,511,140,227.0,135.0,9.0,5785,1310
92,2,2021-03-24,481,77,202.0,191.0,11.0,5177,889
93,0,2021-03-24,968,152,570.0,218.0,28.0,10106,1950
93,1,2021-03-24,509,94,304.0,91.0,20.0,5444,1171
93,2,2021-03-24,443,53,257.0,125.0,8.0,4568,763
94,0,2021-03-24,790,171,500.0,109.0,10.0,10504,2421
94,1,2021-03-24,399,110,236.0,48.0,5.0,5292,1372
94,2,2021-03-24,379,58,255.0,61.0,5.0,5137,1029
95,0,2021-03-24,615,72,319.0,213.0,11.0,6753,1587
95,1,2021-03-24,327,50,175.0,95.0,7.0,3584,956
95,2,2021-03-24,280,21,138.0,117.0,4.0,3135,624
971,0,2021-03-24,53,13,36.0,4.0,0.0,891,191
971,1,2021-03-24,35,11,21.0,3.0,0.0,505,117
971,2,2021-03-24,18,2,15.0,1.0,0.0,384,74
972,0,2021-03-24,36,9,25.0,2.0,0.0,426,50
972,1,2021-03-24,21,4,15.0,2.0,0.0,211,30
972,2,2021-03-24,15,5,10.0,0.0,0.0,214,20
973,0,2021-03-24,17,7,10.0,0.0,0.0,2252,85
973,1,2021-03-24,11,5,6.0,0.0,0.0,905,55
973,2,2021-03-24,6,2,4.0,0.0,0.0,1346,30
974,0,2021-03-24,166,56,89.0,21.0,0.0,1093,112
974,1,2021-03-24,107,39,56.0,12.0,0.0,535,66
974,2,2021-03-24,57,17,32.0,8.0,0.0,555,46
976,0,2021-03-24,69,16,51.0,0.0,2.0,1154,115
976,1,2021-03-24,36,7,28.0,0.0,1.0,522,68
976,2,2021-03-24,33,9,23.0,0.0,1.0,614,46
978,0,2021-03-24,0,0,0.0,0.0,0.0,0,0
978,1,2021-03-24,0,0,0.0,0.0,0.0,0,0
01,0,2021-03-25,161,16,109.0,36.0,0.0,2316,554
01,1,2021-03-25,80,11,54.0,15.0,0.0,1121,327
01,2,2021-03-25,80,5,54.0,21.0,0.0,1176,224
02,0,2021-03-25,302,48,173.0,80.0,1.0,3173,868
02,1,2021-03-25,145,19,83.0,43.0,0.0,1501,489
02,2,2021-03-25,155,29,89.0,37.0,0.0,1656,375
03,0,2021-03-25,68,13,52.0,3.0,0.0,1737,507
03,1,2021-03-25,41,12,27.0,2.0,0.0,803,290
03,2,2021-03-25,26,1,24.0,1.0,0.0,917,208
04,0,2021-03-25,147,8,61.0,76.0,2.0,883,209
04,1,2021-03-25,66,6,24.0,35.0,1.0,414,128
04,2,2021-03-25,77,2,33.0,41.0,1.0,442,75
05,0,2021-03-25,134,8,46.0,71.0,9.0,943,225
05,1,2021-03-25,67,2,23.0,37.0,5.0,459,139
05,2,2021-03-25,66,6,22.0,34.0,4.0,478,85
06,0,2021-03-25,716,122,333.0,259.0,2.0,5052,1271
06,1,2021-03-25,354,76,174.0,102.0,2.0,2498,733
06,2,2021-03-25,354,44,155.0,155.0,0.0,2479,523
07,0,2021-03-25,99,10,76.0,5.0,8.0,1703,450
07,1,2021-03-25,47,9,34.0,1.0,3.0,761,270
07,2,2021-03-25,51,1,41.0,4.0,5.0,908,177
08,0,2021-03-25,65,13,23.0,26.0,3.0,925,305
08,1,2021-03-25,36,8,14.0,13.0,1.0,459,179
08,2,2021-03-25,29,5,9.0,13.0,2.0,455,125
09,0,2021-03-25,41,6,13.0,20.0,2.0,284,59
09,1,2021-03-25,18,3,6.0,8.0,1.0,131,35
09,2,2021-03-25,23,3,7.0,12.0,1.0,151,24
10,0,2021-03-25,132,19,89.0,24.0,0.0,1488,348
10,1,2021-03-25,73,14,46.0,13.0,0.0,770,217
10,2,2021-03-25,58,5,42.0,11.0,0.0,712,129
11,0,2021-03-25,109,10,58.0,41.0,0.0,867,279
11,1,2021-03-25,57,8,31.0,18.0,0.0,437,163
11,2,2021-03-25,44,2,25.0,17.0,0.0,426,106
12,0,2021-03-25,95,8,44.0,42.0,1.0,732,179
12,1,2021-03-25,44,6,18.0,19.0,1.0,368,100
12,2,2021-03-25,49,2,25.0,22.0,0.0,351,79
13,0,2021-03-25,1287,275,571.0,431.0,10.0,16431,2949
13,1,2021-03-25,704,189,308.0,202.0,5.0,8363,1742
13,2,2021-03-25,571,80,262.0,225.0,4.0,7957,1189
14,0,2021-03-25,193,35,121.0,37.0,0.0,1820,441
14,1,2021-03-25,103,22,63.0,18.0,0.0,869,261
14,2,2021-03-25,89,13,57.0,19.0,0.0,943,177
15,0,2021-03-25,29,1,21.0,7.0,0.0,464,105
15,1,2021-03-25,18,0,14.0,4.0,0.0,222,58
15,2,2021-03-25,11,1,7.0,3.0,0.0,242,44
16,0,2021-03-25,68,9,32.0,27.0,0.0,446,118
16,1,2021-03-25,30,5,11.0,14.0,0.0,236,70
16,2,2021-03-25,38,4,21.0,13.0,0.0,205,48
17,0,2021-03-25,85,13,40.0,32.0,0.0,805,250
17,1,2021-03-25,49,7,25.0,17.0,0.0,430,163
17,2,2021-03-25,36,6,15.0,15.0,0.0,373,87
18,0,2021-03-25,88,8,53.0,27.0,0.0,1191,439
18,1,2021-03-25,44,6,29.0,9.0,0.0,547,235
18,2,2021-03-25,43,2,24.0,17.0,0.0,642,203
19,0,2021-03-25,41,12,29.0,0.0,0.0,678,177
19,1,2021-03-25,24,9,15.0,0.0,0.0,326,104
19,2,2021-03-25,17,3,14.0,0.0,0.0,348,72
21,0,2021-03-25,205,28,110.0,62.0,5.0,3079,802
21,1,2021-03-25,110,18,59.0,31.0,2.0,1537,464
21,2,2021-03-25,95,10,51.0,31.0,3.0,1520,331
22,0,2021-03-25,99,15,68.0,14.0,2.0,790,168
22,1,2021-03-25,47,9,32.0,4.0,2.0,368,96
22,2,2021-03-25,51,5,36.0,10.0,0.0,419,71
23,0,2021-03-25,34,6,10.0,18.0,0.0,457,81
23,1,2021-03-25,24,3,9.0,12.0,0.0,230,45
23,2,2021-03-25,10,3,1.0,6.0,0.0,226,35
24,0,2021-03-25,114,13,49.0,52.0,0.0,580,168
24,1,2021-03-25,59,10,24.0,25.0,0.0,289,93
24,2,2021-03-25,55,3,25.0,27.0,0.0,291,75
25,0,2021-03-25,128,43,58.0,26.0,1.0,1925,443
25,1,2021-03-25,75,32,31.0,12.0,0.0,989,266
25,2,2021-03-25,53,11,27.0,14.0,1.0,932,176
26,0,2021-03-25,210,37,135.0,38.0,0.0,2327,665
26,1,2021-03-25,117,30,66.0,21.0,0.0,1152,374
26,2,2021-03-25,90,6,68.0,16.0,0.0,1137,277
27,0,2021-03-25,215,16,91.0,108.0,0.0,1324,359
27,1,2021-03-25,94,10,42.0,42.0,0.0,667,205
27,2,2021-03-25,117,6,47.0,64.0,0.0,644,151
28,0,2021-03-25,252,35,126.0,90.0,1.0,1991,415
28,1,2021-03-25,108,21,49.0,38.0,0.0,1006,222
28,2,2021-03-25,143,13,77.0,52.0,1.0,968,191
29,0,2021-03-25,93,22,36.0,33.0,2.0,816,217
29,1,2021-03-25,62,17,24.0,19.0,2.0,417,141
29,2,2021-03-25,30,4,12.0,14.0,0.0,393,76
2A,0,2021-03-25,46,5,35.0,3.0,3.0,356,87
2A,1,2021-03-25,15,2,10.0,1.0,2.0,173,52
2A,2,2021-03-25,31,3,25.0,2.0,1.0,183,35
2B,0,2021-03-25,83,8,21.0,54.0,0.0,332,75
2B,1,2021-03-25,38,6,12.0,20.0,0.0,187,46
2B,2,2021-03-25,42,0,8.0,34.0,0.0,145,29
30,0,2021-03-25,224,51,118.0,54.0,1.0,2103,482
30,1,2021-03-25,117,35,59.0,22.0,1.0,1086,272
30,2,2021-03-25,107,16,59.0,32.0,0.0,1008,210
31,0,2021-03-25,338,76,167.0,93.0,2.0,4068,673
31,1,2021-03-25,170,48,80.0,41.0,1.0,2131,409
31,2,2021-03-25,164,25,86.0,52.0,1.0,1914,262
32,0,2021-03-25,30,3,22.0,5.0,0.0,366,85
32,1,2021-03-25,21,3,14.0,4.0,0.0,179,47
32,2,2021-03-25,9,0,8.0,1.0,0.0,186,38
33,0,2021-03-25,382,93,233.0,56.0,0.0,4053,825
33,1,2021-03-25,220,61,124.0,35.0,0.0,2055,457
33,2,2021-03-25,161,32,108.0,21.0,0.0,1981,366
34,0,2021-03-25,277,75,163.0,39.0,0.0,3327,714
34,1,2021-03-25,147,51,80.0,16.0,0.0,1766,412
34,2,2021-03-25,127,23,81.0,23.0,0.0,1550,300
35,0,2021-03-25,338,36,196.0,98.0,8.0,2434,563
35,1,2021-03-25,170,22,104.0,41.0,3.0,1223,299
35,2,2021-03-25,165,14,90.0,56.0,5.0,1196,261
36,0,2021-03-25,65,5,32.0,27.0,1.0,787,221
36,1,2021-03-25,28,3,13.0,12.0,0.0,400,113
36,2,2021-03-25,37,2,19.0,15.0,1.0,378,106
37,0,2021-03-25,204,45,97.0,60.0,2.0,1471,376
37,1,2021-03-25,115,31,57.0,26.0,1.0,716,229
37,2,2021-03-25,88,14,39.0,34.0,1.0,753,146
38,0,2021-03-25,638,75,333.0,221.0,9.0,5876,1483
38,1,2021-03-25,319,47,152.0,117.0,3.0,2854,861
38,2,2021-03-25,317,28,180.0,103.0,6.0,2988,613
39,0,2021-03-25,72,5,30.0,35.0,2.0,1640,428
39,1,2021-03-25,37,3,13.0,20.0,1.0,751,217
39,2,2021-03-25,35,2,17.0,15.0,1.0,876,209
40,0,2021-03-25,29,3,12.0,14.0,0.0,733,216
40,1,2021-03-25,15,3,8.0,4.0,0.0,369,113
40,2,2021-03-25,14,0,4.0,10.0,0.0,363,100
41,0,2021-03-25,156,9,46.0,101.0,0.0,1101,264
41,1,2021-03-25,91,6,25.0,60.0,0.0,538,157
41,2,2021-03-25,65,3,21.0,41.0,0.0,560,107
42,0,2021-03-25,375,50,259.0,66.0,0.0,4372,1104
42,1,2021-03-25,201,38,136.0,27.0,0.0,2189,641
42,2,2021-03-25,173,12,122.0,39.0,0.0,2151,454
43,0,2021-03-25,78,2,46.0,29.0,1.0,1064,221
43,1,2021-03-25,37,2,24.0,11.0,0.0,510,128
43,2,2021-03-25,39,0,20.0,18.0,1.0,536,91
44,0,2021-03-25,287,34,184.0,69.0,0.0,2866,673
44,1,2021-03-25,138,23,92.0,23.0,0.0,1411,374
44,2,2021-03-25,147,11,90.0,46.0,0.0,1440,295
45,0,2021-03-25,262,44,109.0,105.0,4.0,2210,470
45,1,2021-03-25,149,32,68.0,47.0,2.0,1140,274
45,2,2021-03-25,113,12,41.0,58.0,2.0,1060,195
46,0,2021-03-25,43,9,11.0,23.0,0.0,288,82
46,1,2021-03-25,20,7,2.0,11.0,0.0,135,49
46,2,2021-03-25,23,2,9.0,12.0,0.0,152,33
47,0,2021-03-25,49,7,28.0,14.0,0.0,626,129
47,1,2021-03-25,19,3,10.0,6.0,0.0,312,80
47,2,2021-03-25,28,3,18.0,7.0,0.0,301,46
48,0,2021-03-25,20,2,14.0,4.0,0.0,333,99
48,1,2021-03-25,13,2,9.0,2.0,0.0,176,56
48,2,2021-03-25,7,0,5.0,2.0,0.0,154,43
49,0,2021-03-25,237,49,111.0,77.0,0.0,2513,597
49,1,2021-03-25,127,33,62.0,32.0,0.0,1216,366
49,2,2021-03-25,107,16,49.0,42.0,0.0,1277,231
50,0,2021-03-25,150,16,66.0,68.0,0.0,1055,277
50,1,2021-03-25,72,9,29.0,34.0,0.0,515,156
50,2,2021-03-25,77,7,37.0,33.0,0.0,531,118
51,0,2021-03-25,285,33,142.0,103.0,7.0,2750,766
51,1,2021-03-25,134,25,69.0,36.0,4.0,1354,426
51,2,2021-03-25,146,8,71.0,64.0,3.0,1363,332
52,0,2021-03-25,80,5,59.0,15.0,1.0,987,297
52,1,2021-03-25,33,2,25.0,6.0,0.0,465,155
52,2,2021-03-25,45,2,34.0,8.0,1.0,515,138
53,0,2021-03-25,56,6,36.0,14.0,0.0,1016,246
53,1,2021-03-25,28,3,17.0,8.0,0.0,482,134
53,2,2021-03-25,28,3,19.0,6.0,0.0,532,112
54,0,2021-03-25,362,85,194.0,82.0,1.0,3604,1019
54,1,2021-03-25,175,48,97.0,30.0,0.0,1750,585
54,2,2021-03-25,182,34,95.0,52.0,1.0,1830,428
55,0,2021-03-25,80,11,60.0,9.0,0.0,1126,318
55,1,2021-03-25,42,7,32.0,3.0,0.0,551,177
55,2,2021-03-25,36,3,27.0,6.0,0.0,573,141
56,0,2021-03-25,157,20,93.0,21.0,23.0,1479,339
56,1,2021-03-25,77,13,43.0,7.0,14.0,750,199
56,2,2021-03-25,77,6,48.0,14.0,9.0,719,138
57,0,2021-03-25,613,109,435.0,65.0,4.0,6091,2069
57,1,2021-03-25,325,74,218.0,33.0,0.0,3035,1157
57,2,2021-03-25,284,33,215.0,32.0,4.0,3018,894
58,0,2021-03-25,180,7,102.0,71.0,0.0,675,226
58,1,2021-03-25,85,6,46.0,33.0,0.0,308,125
58,2,2021-03-25,94,1,56.0,37.0,0.0,358,98
59,0,2021-03-25,1343,279,809.0,250.0,5.0,12484,2961
59,1,2021-03-25,654,168,385.0,99.0,2.0,6212,1611
59,2,2021-03-25,680,108,422.0,147.0,3.0,6152,1335
60,0,2021-03-25,473,68,247.0,157.0,1.0,3455,1023
60,1,2021-03-25,244,52,118.0,74.0,0.0,1717,574
60,2,2021-03-25,227,16,128.0,82.0,1.0,1717,440
61,0,2021-03-25,142,12,82.0,48.0,0.0,1205,290
61,1,2021-03-25,62,7,37.0,18.0,0.0,552,166
61,2,2021-03-25,80,5,45.0,30.0,0.0,641,120
62,0,2021-03-25,834,146,516.0,168.0,4.0,5970,1485
62,1,2021-03-25,400,99,233.0,65.0,3.0,2869,795
62,2,2021-03-25,423,46,274.0,102.0,1.0,3064,683
63,0,2021-03-25,232,32,139.0,50.0,11.0,2033,595
63,1,2021-03-25,111,24,62.0,20.0,5.0,946,330
63,2,2021-03-25,117,8,77.0,29.0,3.0,1070,262
64,0,2021-03-25,97,10,42.0,45.0,0.0,1754,452
64,1,2021-03-25,54,6,23.0,25.0,0.0,870,248
64,2,2021-03-25,42,4,19.0,19.0,0.0,875,202
65,0,2021-03-25,38,11,15.0,12.0,0.0,828,181
65,1,2021-03-25,17,6,8.0,3.0,0.0,399,92
65,2,2021-03-25,21,5,7.0,9.0,0.0,424,89
66,0,2021-03-25,113,22,37.0,52.0,2.0,987,242
66,1,2021-03-25,57,16,18.0,23.0,0.0,522,159
66,2,2021-03-25,56,6,19.0,29.0,2.0,465,83
67,0,2021-03-25,462,89,272.0,100.0,1.0,5834,1449
67,1,2021-03-25,240,58,136.0,45.0,1.0,2978,811
67,2,2021-03-25,217,31,132.0,54.0,0.0,2846,633
68,0,2021-03-25,210,36,107.0,67.0,0.0,5395,1392
68,1,2021-03-25,91,21,46.0,24.0,0.0,2791,804
68,2,2021-03-25,119,15,61.0,43.0,0.0,2595,585
69,0,2021-03-25,953,190,576.0,187.0,0.0,11925,2584
69,1,2021-03-25,494,120,297.0,77.0,0.0,5841,1502
69,2,2021-03-25,453,69,276.0,108.0,0.0,5945,1062
70,0,2021-03-25,81,13,38.0,19.0,11.0,998,228
70,1,2021-03-25,36,10,14.0,6.0,6.0,508,131
70,2,2021-03-25,45,3,24.0,13.0,5.0,489,96
71,0,2021-03-25,255,19,149.0,65.0,22.0,3804,960
71,1,2021-03-25,108,14,54.0,27.0,13.0,1755,509
71,2,2021-03-25,142,5,90.0,38.0,9.0,2022,446
72,0,2021-03-25,180,13,120.0,46.0,1.0,2086,483
72,1,2021-03-25,85,11,54.0,20.0,0.0,965,277
72,2,2021-03-25,94,2,65.0,26.0,1.0,1111,204
73,0,2021-03-25,113,17,79.0,16.0,1.0,2315,615
73,1,2021-03-25,67,14,45.0,8.0,0.0,1146,353
73,2,2021-03-25,45,3,33.0,8.0,1.0,1158,260
74,0,2021-03-25,246,31,129.0,69.0,17.0,4073,888
74,1,2021-03-25,114,19,65.0,24.0,6.0,2146,534
74,2,2021-03-25,130,11,63.0,45.0,11.0,1907,351
75,0,2021-03-25,1439,391,834.0,209.0,5.0,14836,3545
75,1,2021-03-25,814,270,455.0,86.0,3.0,8055,2195
75,2,2021-03-25,611,116,371.0,122.0,2.0,6695,1339
76,0,2021-03-25,700,94,381.0,215.0,10.0,4437,1160
76,1,2021-03-25,352,63,194.0,88.0,7.0,2151,637
76,2,2021-03-25,344,31,186.0,124.0,3.0,2257,514
77,0,2021-03-25,639,185,338.0,106.0,10.0,6716,1606
77,1,2021-03-25,347,118,180.0,47.0,2.0,3512,915
77,2,2021-03-25,287,64,157.0,58.0,8.0,3163,685
78,0,2021-03-25,537,86,249.0,192.0,10.0,6425,1498
78,1,2021-03-25,271,54,134.0,80.0,3.0,3232,870
78,2,2021-03-25,264,31,114.0,112.0,7.0,3169,626
79,0,2021-03-25,58,9,27.0,22.0,0.0,755,221
79,1,2021-03-25,30,5,17.0,8.0,0.0,353,126
79,2,2021-03-25,25,4,8.0,13.0,0.0,398,94
80,0,2021-03-25,356,64,189.0,101.0,2.0,2275,723
80,1,2021-03-25,182,47,89.0,44.0,2.0,1097,421
80,2,2021-03-25,169,17,96.0,56.0,0.0,1130,294
81,0,2021-03-25,98,19,46.0,33.0,0.0,1014,287
81,1,2021-03-25,50,15,23.0,12.0,0.0,512,175
81,2,2021-03-25,48,4,23.0,21.0,0.0,497,111
82,0,2021-03-25,67,16,35.0,16.0,0.0,629,156
82,1,2021-03-25,33,9,18.0,6.0,0.0,334,83
82,2,2021-03-25,33,7,17.0,9.0,0.0,284,65
83,0,2021-03-25,532,76,289.0,155.0,12.0,4579,1128
83,1,2021-03-25,272,51,155.0,59.0,7.0,2292,658
83,2,2021-03-25,254,24,131.0,94.0,5.0,2228,457
84,0,2021-03-25,242,16,143.0,73.0,10.0,2974,731
84,1,2021-03-25,123,11,72.0,32.0,8.0,1462,422
84,2,2021-03-25,117,5,71.0,39.0,2.0,1473,296
85,0,2021-03-25,86,18,50.0,17.0,1.0,1138,209
85,1,2021-03-25,40,12,20.0,7.0,1.0,578,130
85,2,2021-03-25,46,6,30.0,10.0,0.0,558,79
86,0,2021-03-25,80,11,53.0,16.0,0.0,936,227
86,1,2021-03-25,42,8,28.0,6.0,0.0,481,119
86,2,2021-03-25,38,3,25.0,10.0,0.0,449,105
87,0,2021-03-25,65,15,30.0,20.0,0.0,880,245
87,1,2021-03-25,37,11,14.0,12.0,0.0,414,136
87,2,2021-03-25,28,4,16.0,8.0,0.0,463,108
88,0,2021-03-25,157,17,94.0,46.0,0.0,2205,722
88,1,2021-03-25,64,11,38.0,15.0,0.0,1040,407
88,2,2021-03-25,92,6,55.0,31.0,0.0,1157,313
89,0,2021-03-25,185,16,106.0,63.0,0.0,1661,431
89,1,2021-03-25,88,14,48.0,26.0,0.0,810,251
89,2,2021-03-25,95,2,57.0,36.0,0.0,837,176
90,0,2021-03-25,84,15,55.0,14.0,0.0,1679,518
90,1,2021-03-25,43,12,25.0,6.0,0.0,838,299
90,2,2021-03-25,41,3,30.0,8.0,0.0,841,219
91,0,2021-03-25,708,132,340.0,232.0,4.0,7013,1510
91,1,2021-03-25,335,86,166.0,83.0,0.0,3443,818
91,2,2021-03-25,346,43,161.0,138.0,4.0,3369,663
92,0,2021-03-25,1038,222,447.0,341.0,28.0,11066,2220
92,1,2021-03-25,519,143,224.0,142.0,10.0,5813,1316
92,2,2021-03-25,503,77,219.0,193.0,14.0,5194,893
93,0,2021-03-25,989,149,584.0,226.0,30.0,10153,1956
93,1,2021-03-25,518,89,314.0,94.0,21.0,5466,1176
93,2,2021-03-25,457,55,264.0,129.0,9.0,4591,764
94,0,2021-03-25,809,166,515.0,119.0,9.0,10539,2429
94,1,2021-03-25,410,107,245.0,54.0,4.0,5310,1378
94,2,2021-03-25,388,56,262.0,65.0,5.0,5152,1031
95,0,2021-03-25,637,76,333.0,217.0,11.0,6791,1594
95,1,2021-03-25,336,51,184.0,94.0,7.0,3601,962
95,2,2021-03-25,291,24,141.0,122.0,4.0,3156,625
971,0,2021-03-25,60,13,38.0,8.0,1.0,891,191
971,1,2021-03-25,35,11,20.0,3.0,1.0,505,117
971,2,2021-03-25,25,2,18.0,5.0,0.0,384,74
972,0,2021-03-25,38,10,26.0,2.0,0.0,427,50
972,1,2021-03-25,20,4,14.0,2.0,0.0,212,30
972,2,2021-03-25,18,6,12.0,0.0,0.0,214,20
973,0,2021-03-25,16,7,9.0,0.0,0.0,2255,85
973,1,2021-03-25,11,5,6.0,0.0,0.0,906,55
973,2,2021-03-25,5,2,3.0,0.0,0.0,1348,30
974,0,2021-03-25,167,55,91.0,21.0,0.0,1104,113
974,1,2021-03-25,106,37,57.0,12.0,0.0,542,67
974,2,2021-03-25,59,18,33.0,8.0,0.0,559,46
976,0,2021-03-25,71,16,53.0,0.0,2.0,1154,115
976,1,2021-03-25,36,7,28.0,0.0,1.0,522,68
976,2,2021-03-25,35,9,25.0,0.0,1.0,614,46
978,0,2021-03-25,0,0,0.0,0.0,0.0,0,0
978,1,2021-03-25,0,0,0.0,0.0,0.0,0,0
01,0,2021-03-26,145,15,96.0,34.0,0.0,2331,557
01,1,2021-03-26,71,11,47.0,13.0,0.0,1129,328
01,2,2021-03-26,73,4,48.0,21.0,0.0,1183,226
02,0,2021-03-26,293,52,159.0,81.0,1.0,3193,873
02,1,2021-03-26,146,23,80.0,43.0,0.0,1508,490
02,2,2021-03-26,145,29,78.0,38.0,0.0,1669,379
03,0,2021-03-26,64,10,51.0,3.0,0.0,1742,508
03,1,2021-03-26,40,9,29.0,2.0,0.0,804,291
03,2,2021-03-26,24,1,22.0,1.0,0.0,920,208
04,0,2021-03-26,149,9,62.0,76.0,2.0,888,210
04,1,2021-03-26,70,6,29.0,34.0,1.0,416,128
04,2,2021-03-26,76,3,30.0,42.0,1.0,443,76
05,0,2021-03-26,132,9,45.0,69.0,9.0,952,225
05,1,2021-03-26,65,3,22.0,35.0,5.0,465,139
05,2,2021-03-26,66,6,22.0,34.0,4.0,481,85
06,0,2021-03-26,720,119,338.0,261.0,2.0,5086,1277
06,1,2021-03-26,353,76,173.0,102.0,2.0,2517,736
06,2,2021-03-26,359,42,160.0,157.0,0.0,2492,526
07,0,2021-03-26,95,9,73.0,5.0,8.0,1711,450
07,1,2021-03-26,44,8,32.0,1.0,3.0,765,270
07,2,2021-03-26,50,1,40.0,4.0,5.0,912,177
08,0,2021-03-26,65,12,23.0,27.0,3.0,929,307
08,1,2021-03-26,35,7,14.0,13.0,1.0,461,181
08,2,2021-03-26,30,5,9.0,14.0,2.0,457,125
09,0,2021-03-26,41,6,13.0,20.0,2.0,284,59
09,1,2021-03-26,18,3,6.0,8.0,1.0,131,35
09,2,2021-03-26,23,3,7.0,12.0,1.0,151,24
10,0,2021-03-26,129,21,84.0,24.0,0.0,1498,349
10,1,2021-03-26,68,14,41.0,13.0,0.0,776,218
10,2,2021-03-26,60,7,42.0,11.0,0.0,716,129
11,0,2021-03-26,119,14,68.0,37.0,0.0,874,280
11,1,2021-03-26,64,11,36.0,17.0,0.0,440,164
11,2,2021-03-26,47,3,30.0,14.0,0.0,430,106
12,0,2021-03-26,96,7,46.0,42.0,1.0,735,181
12,1,2021-03-26,46,5,21.0,19.0,1.0,368,102
12,2,2021-03-26,48,2,24.0,22.0,0.0,354,79
13,0,2021-03-26,1289,277,564.0,438.0,10.0,16511,2958
13,1,2021-03-26,706,186,312.0,203.0,5.0,8397,1750
13,2,2021-03-26,570,85,251.0,230.0,4.0,8003,1190
