dep,sexe,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
07,1,2022-12-20,28,2,25.0,1.0,0.0,1978,392
07,2,2022-12-20,36,0,33.0,3.0,0.0,2135,271
08,0,2022-12-20,190,2,91.0,83.0,14.0,2363,539
08,1,2022-12-20,78,2,33.0,35.0,8.0,1132,304
08,2,2022-12-20,112,0,58.0,48.0,6.0,1213,233
09,0,2022-12-20,36,4,25.0,6.0,1.0,1395,244
09,1,2022-12-20,28,4,19.0,4.0,1.0,683,127
09,2,2022-12-20,8,0,6.0,2.0,0.0,705,117
10,0,2022-12-20,63,5,50.0,5.0,3.0,3494,609
10,1,2022-12-20,33,2,27.0,3.0,1.0,1729,359
10,2,2022-12-20,30,3,23.0,2.0,2.0,1744,247
11,0,2022-12-20,151,5,77.0,65.0,4.0,3419,656
11,1,2022-12-20,66,5,36.0,23.0,2.0,1685,378
11,2,2022-12-20,83,0,39.0,42.0,2.0,1692,261
12,0,2022-12-20,118,2,75.0,39.0,2.0,2653,426
12,1,2022-12-20,54,2,35.0,15.0,2.0,1300,256
12,2,2022-12-20,60,0,37.0,23.0,0.0,1322,165
13,0,2022-12-20,1088,63,579.0,427.0,19.0,45777,6038
13,1,2022-12-20,513,38,287.0,177.0,11.0,22661,3512
13,2,2022-12-20,548,25,279.0,236.0,8.0,22726,2480
14,0,2022-12-20,192,8,164.0,17.0,3.0,6855,985
14,1,2022-12-20,83,4,73.0,3.0,3.0,3225,548
14,2,2022-12-20,96,4,80.0,12.0,0.0,3485,422
15,0,2022-12-20,78,4,50.0,24.0,0.0,1664,249
15,1,2022-12-20,39,3,25.0,11.0,0.0,842,138
15,2,2022-12-20,38,1,25.0,12.0,0.0,813,107
16,0,2022-12-20,86,4,69.0,13.0,0.0,2261,355
16,1,2022-12-20,38,2,32.0,4.0,0.0,1149,209
16,2,2022-12-20,46,2,36.0,8.0,0.0,1086,143
17,0,2022-12-20,225,14,134.0,65.0,12.0,5064,820
17,1,2022-12-20,112,10,78.0,20.0,4.0,2500,505
17,2,2022-12-20,112,4,56.0,44.0,8.0,2541,313
18,0,2022-12-20,159,0,98.0,61.0,0.0,3671,764
18,1,2022-12-20,68,0,41.0,27.0,0.0,1745,426
18,2,2022-12-20,91,0,57.0,34.0,0.0,1909,337
19,0,2022-12-20,129,5,98.0,7.0,19.0,3135,407
19,1,2022-12-20,63,1,51.0,3.0,8.0,1549,227
19,2,2022-12-20,66,4,47.0,4.0,11.0,1562,177
21,0,2022-12-20,196,18,113.0,64.0,1.0,7957,1366
21,1,2022-12-20,96,13,52.0,30.0,1.0,3849,790
21,2,2022-12-20,99,5,60.0,34.0,0.0,4062,567
22,0,2022-12-20,131,4,110.0,16.0,1.0,5025,535
22,1,2022-12-20,58,4,47.0,7.0,0.0,2352,284
22,2,2022-12-20,72,0,62.0,9.0,1.0,2653,248
23,0,2022-12-20,52,7,28.0,17.0,0.0,1174,178
23,1,2022-12-20,33,6,19.0,8.0,0.0,616,111
23,2,2022-12-20,19,1,9.0,9.0,0.0,555,66
24,0,2022-12-20,175,3,133.0,38.0,1.0,3365,524
24,1,2022-12-20,84,2,68.0,13.0,1.0,1656,298
24,2,2022-12-20,88,1,63.0,24.0,0.0,1680,223
25,0,2022-12-20,92,15,62.0,1.0,14.0,5126,758
25,1,2022-12-20,39,8,26.0,0.0,5.0,2540,449
25,2,2022-12-20,51,7,36.0,1.0,7.0,2576,308
26,0,2022-12-20,129,7,101.0,17.0,4.0,6196,1210
26,1,2022-12-20,77,5,61.0,10.0,1.0,3076,717
26,2,2022-12-20,52,2,40.0,7.0,3.0,3060,476
27,0,2022-12-20,195,4,126.0,65.0,0.0,4095,770
27,1,2022-12-20,96,1,65.0,30.0,0.0,1943,434
27,2,2022-12-20,99,3,61.0,35.0,0.0,2118,329
28,0,2022-12-20,149,10,86.0,47.0,6.0,6186,797
28,1,2022-12-20,69,4,43.0,17.0,5.0,3059,428
28,2,2022-12-20,79,6,43.0,29.0,1.0,3070,366
29,0,2022-12-20,350,24,262.0,60.0,4.0,6885,755
29,1,2022-12-20,152,15,114.0,21.0,2.0,3395,442
29,2,2022-12-20,193,9,144.0,38.0,2.0,3391,304
2A,0,2022-12-20,92,3,45.0,42.0,2.0,1803,250
2A,1,2022-12-20,40,2,23.0,13.0,2.0,900,143
2A,2,2022-12-20,52,1,22.0,29.0,0.0,897,107
2B,0,2022-12-20,38,2,23.0,13.0,0.0,1725,257
2B,1,2022-12-20,15,1,8.0,6.0,0.0,925,147
2B,2,2022-12-20,23,1,15.0,7.0,0.0,795,109
30,0,2022-12-20,190,18,94.0,69.0,9.0,6721,1177
30,1,2022-12-20,85,11,45.0,27.0,2.0,3390,666
30,2,2022-12-20,102,7,47.0,42.0,6.0,3301,506
31,0,2022-12-20,392,34,167.0,171.0,20.0,13412,1486
31,1,2022-12-20,196,20,91.0,79.0,6.0,6817,884
31,2,2022-12-20,192,14,74.0,90.0,14.0,6497,594
32,0,2022-12-20,86,0,67.0,18.0,1.0,1675,249
32,1,2022-12-20,39,0,32.0,6.0,1.0,828,136
32,2,2022-12-20,47,0,35.0,12.0,0.0,839,111
33,0,2022-12-20,536,60,379.0,76.0,21.0,14061,1948
33,1,2022-12-20,302,50,202.0,39.0,11.0,7081,1101
33,2,2022-12-20,227,9,171.0,37.0,10.0,6891,838
34,0,2022-12-20,380,27,241.0,100.0,12.0,12242,1850
34,1,2022-12-20,186,21,118.0,39.0,8.0,6160,1103
34,2,2022-12-20,190,6,120.0,60.0,4.0,6031,739
35,0,2022-12-20,357,24,299.0,28.0,6.0,10063,1274
35,1,2022-12-20,175,18,149.0,8.0,0.0,4950,722
35,2,2022-12-20,181,6,149.0,20.0,6.0,5063,546
36,0,2022-12-20,129,1,86.0,40.0,2.0,2491,410
36,1,2022-12-20,58,1,37.0,19.0,1.0,1223,224
36,2,2022-12-20,70,0,48.0,21.0,1.0,1231,182
37,0,2022-12-20,222,10,92.0,98.0,22.0,4565,747
37,1,2022-12-20,91,8,33.0,44.0,6.0,2365,467
37,2,2022-12-20,126,2,56.0,52.0,16.0,2182,277
38,0,2022-12-20,523,25,310.0,172.0,16.0,15626,2609
38,1,2022-12-20,255,16,157.0,76.0,6.0,7599,1530
38,2,2022-12-20,265,9,152.0,94.0,10.0,7946,1068
39,0,2022-12-20,167,5,116.0,38.0,8.0,3952,685
39,1,2022-12-20,77,1,54.0,17.0,5.0,1812,367
39,2,2022-12-20,90,4,62.0,21.0,3.0,2118,315
40,0,2022-12-20,97,4,87.0,6.0,0.0,2679,440
40,1,2022-12-20,41,1,36.0,4.0,0.0,1355,235
40,2,2022-12-20,56,3,51.0,2.0,0.0,1319,202
41,0,2022-12-20,157,3,108.0,40.0,6.0,3767,583
41,1,2022-12-20,84,2,59.0,21.0,2.0,1822,335
41,2,2022-12-20,72,1,49.0,18.0,4.0,1927,246
42,0,2022-12-20,292,17,206.0,54.0,15.0,10914,1920
42,1,2022-12-20,141,11,102.0,23.0,5.0,5350,1119
42,2,2022-12-20,150,6,103.0,31.0,10.0,5491,789
43,0,2022-12-20,112,1,90.0,21.0,0.0,3106,420
43,1,2022-12-20,52,0,45.0,7.0,0.0,1492,242
43,2,2022-12-20,59,1,44.0,14.0,0.0,1588,174
44,0,2022-12-20,209,15,183.0,11.0,0.0,10108,1403
44,1,2022-12-20,115,10,98.0,7.0,0.0,4964,786
44,2,2022-12-20,94,5,85.0,4.0,0.0,5113,615
45,0,2022-12-20,362,17,151.0,179.0,15.0,6318,1018
45,1,2022-12-20,169,13,68.0,79.0,9.0,3093,607
45,2,2022-12-20,190,4,83.0,98.0,5.0,3194,406
46,0,2022-12-20,34,1,25.0,8.0,0.0,1381,181
46,1,2022-12-20,19,1,15.0,3.0,0.0,687,111
46,2,2022-12-20,15,0,10.0,5.0,0.0,682,69
47,0,2022-12-20,61,4,51.0,6.0,0.0,2560,449
47,1,2022-12-20,25,2,22.0,1.0,0.0,1301,261
47,2,2022-12-20,36,2,29.0,5.0,0.0,1198,183
48,0,2022-12-20,11,2,6.0,3.0,0.0,732,163
48,1,2022-12-20,8,2,5.0,1.0,0.0,387,90
48,2,2022-12-20,3,0,1.0,2.0,0.0,339,72
49,0,2022-12-20,209,17,147.0,45.0,0.0,8681,1198
49,1,2022-12-20,110,13,79.0,18.0,0.0,4170,737
49,2,2022-12-20,97,4,66.0,27.0,0.0,4464,457
50,0,2022-12-20,240,5,96.0,139.0,0.0,4584,698
50,1,2022-12-20,118,3,55.0,60.0,0.0,2140,390
50,2,2022-12-20,121,2,41.0,78.0,0.0,2377,300
51,0,2022-12-20,217,18,143.0,56.0,0.0,7764,1320
51,1,2022-12-20,98,10,70.0,18.0,0.0,3798,749
51,2,2022-12-20,113,8,71.0,34.0,0.0,3854,556
52,0,2022-12-20,81,4,67.0,10.0,0.0,2762,522
52,1,2022-12-20,45,4,38.0,3.0,0.0,1294,274
52,2,2022-12-20,36,0,29.0,7.0,0.0,1437,243
53,0,2022-12-20,56,5,49.0,2.0,0.0,2879,419
53,1,2022-12-20,22,2,20.0,0.0,0.0,1393,237
53,2,2022-12-20,34,3,29.0,2.0,0.0,1479,182
54,0,2022-12-20,285,16,173.0,84.0,12.0,8915,1680
54,1,2022-12-20,121,8,82.0,27.0,4.0,4336,956
54,2,2022-12-20,163,8,91.0,57.0,7.0,4520,710
55,0,2022-12-20,89,6,70.0,10.0,3.0,2223,484
55,1,2022-12-20,41,6,30.0,4.0,1.0,1098,277
55,2,2022-12-20,46,0,38.0,6.0,2.0,1113,206
56,0,2022-12-20,124,2,107.0,14.0,1.0,6119,811
56,1,2022-12-20,56,2,51.0,3.0,0.0,2965,453
56,2,2022-12-20,67,0,55.0,11.0,1.0,3108,352
57,0,2022-12-20,352,17,233.0,88.0,14.0,13474,3235
57,1,2022-12-20,149,11,100.0,30.0,8.0,6626,1802
57,2,2022-12-20,181,6,115.0,54.0,6.0,6733,1408
58,0,2022-12-20,87,1,58.0,28.0,0.0,2562,469
58,1,2022-12-20,42,1,33.0,8.0,0.0,1225,256
58,2,2022-12-20,44,0,24.0,20.0,0.0,1305,208
59,0,2022-12-20,1227,88,816.0,277.0,46.0,36281,5755
59,1,2022-12-20,552,46,387.0,92.0,27.0,17495,3155
59,2,2022-12-20,659,42,418.0,180.0,19.0,18451,2559
60,0,2022-12-20,331,4,151.0,176.0,0.0,9513,1997
60,1,2022-12-20,145,3,74.0,68.0,0.0,4579,1076
60,2,2022-12-20,183,1,76.0,106.0,0.0,4863,903
61,0,2022-12-20,111,2,60.0,49.0,0.0,4114,588
61,1,2022-12-20,47,1,25.0,21.0,0.0,1924,329
61,2,2022-12-20,63,1,35.0,27.0,0.0,2148,254
62,0,2022-12-20,328,18,196.0,105.0,9.0,15067,2642
62,1,2022-12-20,151,12,94.0,39.0,6.0,7058,1396
62,2,2022-12-20,172,6,101.0,62.0,3.0,7820,1220
63,0,2022-12-20,294,18,215.0,52.0,9.0,6377,1194
63,1,2022-12-20,140,12,104.0,18.0,6.0,3069,674
63,2,2022-12-20,148,6,106.0,34.0,2.0,3256,516
64,0,2022-12-20,245,14,123.0,103.0,5.0,5881,875
64,1,2022-12-20,124,8,61.0,54.0,1.0,2972,488
64,2,2022-12-20,118,6,61.0,47.0,4.0,2879,385
65,0,2022-12-20,134,13,84.0,36.0,1.0,3626,462
65,1,2022-12-20,66,9,43.0,14.0,0.0,1744,241
65,2,2022-12-20,68,4,41.0,22.0,1.0,1870,221
66,0,2022-12-20,194,10,101.0,50.0,33.0,4791,855
66,1,2022-12-20,97,8,54.0,16.0,19.0,2460,502
66,2,2022-12-20,95,2,47.0,34.0,12.0,2307,350
67,0,2022-12-20,381,30,215.0,125.0,11.0,13677,2417
67,1,2022-12-20,168,18,99.0,45.0,6.0,6865,1341
67,2,2022-12-20,207,12,112.0,79.0,4.0,6756,1064
68,0,2022-12-20,389,19,217.0,101.0,52.0,13229,2256
68,1,2022-12-20,170,15,94.0,34.0,27.0,6446,1286
68,2,2022-12-20,217,4,122.0,67.0,24.0,6737,965
69,0,2022-12-20,753,63,528.0,124.0,38.0,27110,4436
69,1,2022-12-20,335,38,234.0,54.0,9.0,13207,2588
69,2,2022-12-20,386,21,268.0,70.0,27.0,13527,1800
70,0,2022-12-20,80,3,51.0,19.0,7.0,2707,413
70,1,2022-12-20,41,3,30.0,6.0,2.0,1333,237
70,2,2022-12-20,39,0,21.0,13.0,5.0,1368,175
71,0,2022-12-20,253,8,181.0,50.0,14.0,9331,1507
71,1,2022-12-20,132,7,97.0,20.0,8.0,4314,831
71,2,2022-12-20,118,1,81.0,30.0,6.0,4940,667
72,0,2022-12-20,134,4,107.0,23.0,0.0,6362,891
72,1,2022-12-20,58,3,50.0,5.0,0.0,3068,510
72,2,2022-12-20,74,1,55.0,18.0,0.0,3282,379
73,0,2022-12-20,174,4,142.0,16.0,12.0,6862,1052
73,1,2022-12-20,73,2,55.0,7.0,9.0,3363,602
73,2,2022-12-20,98,2,84.0,9.0,3.0,3464,447
74,0,2022-12-20,222,10,146.0,61.0,5.0,10312,1549
74,1,2022-12-20,105,5,72.0,26.0,2.0,5200,913
74,2,2022-12-20,112,4,72.0,33.0,3.0,5037,621
75,0,2022-12-20,1117,89,704.0,321.0,3.0,37330,6312
75,1,2022-12-20,462,54,297.0,109.0,2.0,19170,3877
75,2,2022-12-20,642,34,401.0,206.0,1.0,17857,2400
76,0,2022-12-20,336,16,155.0,128.0,37.0,15125,2331
76,1,2022-12-20,125,8,60.0,41.0,16.0,7206,1272
76,2,2022-12-20,205,7,95.0,86.0,17.0,7816,1047
77,0,2022-12-20,335,31,162.0,136.0,6.0,16731,2951
77,1,2022-12-20,168,21,91.0,53.0,3.0,8224,1655
77,2,2022-12-20,167,10,71.0,83.0,3.0,8412,1277
78,0,2022-12-20,795,51,522.0,194.0,28.0,14907,2609
78,1,2022-12-20,361,39,221.0,89.0,12.0,7249,1520
78,2,2022-12-20,420,12,291.0,103.0,14.0,7553,1082
79,0,2022-12-20,135,9,113.0,12.0,1.0,3177,439
79,1,2022-12-20,63,6,48.0,9.0,0.0,1474,250
79,2,2022-12-20,71,3,64.0,3.0,1.0,1676,186
80,0,2022-12-20,217,7,129.0,74.0,7.0,5277,1206
80,1,2022-12-20,94,5,58.0,27.0,4.0,2596,673
80,2,2022-12-20,121,2,70.0,47.0,2.0,2571,513
81,0,2022-12-20,152,11,100.0,40.0,1.0,3420,641
81,1,2022-12-20,82,8,52.0,22.0,0.0,1715,385
81,2,2022-12-20,70,3,48.0,18.0,1.0,1688,255
82,0,2022-12-20,81,3,38.0,40.0,0.0,2446,401
82,1,2022-12-20,44,3,22.0,19.0,0.0,1283,210
82,2,2022-12-20,36,0,15.0,21.0,0.0,1136,183
83,0,2022-12-20,465,34,305.0,119.0,7.0,14556,2710
83,1,2022-12-20,215,25,130.0,57.0,3.0,7156,1570
83,2,2022-12-20,247,9,172.0,62.0,4.0,7249,1120
84,0,2022-12-20,306,6,193.0,107.0,0.0,9928,1596
84,1,2022-12-20,155,5,104.0,46.0,0.0,4831,894
84,2,2022-12-20,148,1,88.0,59.0,0.0,4980,678
85,0,2022-12-20,109,4,76.0,28.0,1.0,3922,551
85,1,2022-12-20,57,3,35.0,19.0,0.0,1965,339
85,2,2022-12-20,50,1,39.0,9.0,1.0,1852,192
86,0,2022-12-20,169,12,117.0,40.0,0.0,4041,505
86,1,2022-12-20,97,10,74.0,13.0,0.0,2051,286
86,2,2022-12-20,72,2,43.0,27.0,0.0,1965,215
87,0,2022-12-20,50,5,30.0,15.0,0.0,2443,499
87,1,2022-12-20,22,3,13.0,6.0,0.0,1145,293
87,2,2022-12-20,28,2,17.0,9.0,0.0,1286,205
88,0,2022-12-20,172,12,105.0,55.0,0.0,6402,1172
88,1,2022-12-20,66,6,40.0,20.0,0.0,2953,638
88,2,2022-12-20,105,5,65.0,35.0,0.0,3408,528
89,0,2022-12-20,240,7,159.0,70.0,4.0,5067,963
89,1,2022-12-20,97,4,62.0,27.0,4.0,2379,530
89,2,2022-12-20,140,3,96.0,41.0,0.0,2643,427
90,0,2022-12-20,88,2,68.0,18.0,0.0,4694,947
90,1,2022-12-20,46,2,37.0,7.0,0.0,2306,552
90,2,2022-12-20,42,0,31.0,11.0,0.0,2386,395
91,0,2022-12-20,441,30,187.0,209.0,15.0,17281,2676
91,1,2022-12-20,184,21,93.0,67.0,3.0,8133,1471
91,2,2022-12-20,238,9,89.0,128.0,12.0,8385,1131
92,0,2022-12-20,848,64,436.0,321.0,27.0,24087,3607
92,1,2022-12-20,381,40,210.0,124.0,7.0,12099,2064
92,2,2022-12-20,431,23,217.0,176.0,15.0,11749,1515
93,0,2022-12-20,947,47,361.0,505.0,34.0,20691,3180
93,1,2022-12-20,419,31,155.0,222.0,11.0,10519,1845
93,2,2022-12-20,499,15,192.0,278.0,14.0,9876,1294
94,0,2022-12-20,854,43,497.0,286.0,28.0,23238,3994
94,1,2022-12-20,360,20,226.0,102.0,12.0,11383,2235
94,2,2022-12-20,470,23,261.0,171.0,15.0,11556,1717
95,0,2022-12-20,403,7,248.0,139.0,9.0,15891,2771
95,1,2022-12-20,178,4,122.0,47.0,5.0,7934,1638
95,2,2022-12-20,223,3,126.0,90.0,4.0,7809,1113
971,0,2022-12-20,20,0,11.0,9.0,0.0,5258,1108
971,1,2022-12-20,12,0,7.0,5.0,0.0,2670,618
971,2,2022-12-20,8,0,4.0,4.0,0.0,2557,486
972,0,2022-12-20,43,2,33.0,8.0,0.0,4550,1082
972,1,2022-12-20,27,1,21.0,5.0,0.0,2207,596
972,2,2022-12-20,15,1,11.0,3.0,0.0,2305,478
973,0,2022-12-20,25,4,20.0,1.0,0.0,6241,405
973,1,2022-12-20,11,3,8.0,0.0,0.0,2389,236
973,2,2022-12-20,14,1,12.0,1.0,0.0,3821,167
974,0,2022-12-20,103,1,31.0,71.0,0.0,8460,950
974,1,2022-12-20,52,1,18.0,33.0,0.0,3957,528
974,2,2022-12-20,50,0,13.0,37.0,0.0,4448,416
976,0,2022-12-20,8,0,8.0,0.0,0.0,1703,163
976,1,2022-12-20,5,0,5.0,0.0,0.0,709,100
976,2,2022-12-20,3,0,3.0,0.0,0.0,969,61
978,0,2022-12-20,0,0,0.0,0.0,0.0,0,0
978,1,2022-12-20,0,0,0.0,0.0,0.0,0,0
01,0,2022-12-21,139,4,59.0,57.0,19.0,4568,818
01,1,2022-12-21,67,1,31.0,24.0,11.0,2235,475
01,2,2022-12-21,70,3,27.0,32.0,8.0,2298,340
02,0,2022-12-21,239,11,119.0,98.0,11.0,7941,1566
02,1,2022-12-21,104,8,46.0,46.0,4.0,3776,847
02,2,2022-12-21,135,3,73.0,52.0,7.0,4125,708
03,0,2022-12-21,123,9,92.0,7.0,15.0,5674,906
03,1,2022-12-21,67,6,50.0,2.0,9.0,2701,518
03,2,2022-12-21,53,3,39.0,5.0,6.0,2909,376
04,0,2022-12-21,97,2,42.0,53.0,0.0,2538,383
04,1,2022-12-21,46,1,20.0,25.0,0.0,1238,220
04,2,2022-12-21,49,1,21.0,27.0,0.0,1264,155
05,0,2022-12-21,70,2,31.0,37.0,0.0,2923,400
05,1,2022-12-21,34,1,17.0,16.0,0.0,1441,225
05,2,2022-12-21,36,1,14.0,21.0,0.0,1456,172
06,0,2022-12-21,397,32,240.0,109.0,16.0,13561,2586
06,1,2022-12-21,197,21,129.0,40.0,7.0,6742,1491
06,2,2022-12-21,191,10,107.0,65.0,9.0,6586,1055
07,0,2022-12-21,62,2,56.0,4.0,0.0,4164,667
07,1,2022-12-21,26,2,23.0,1.0,0.0,1980,392
07,2,2022-12-21,35,0,32.0,3.0,0.0,2137,271
08,0,2022-12-21,193,2,93.0,84.0,14.0,2363,539
08,1,2022-12-21,80,2,34.0,36.0,8.0,1132,304
08,2,2022-12-21,113,0,59.0,48.0,6.0,1213,233
09,0,2022-12-21,37,4,26.0,6.0,1.0,1398,245
09,1,2022-12-21,30,4,20.0,5.0,1.0,683,127
09,2,2022-12-21,7,0,6.0,1.0,0.0,708,118
10,0,2022-12-21,65,5,52.0,5.0,3.0,3498,609
10,1,2022-12-21,37,2,31.0,3.0,1.0,1729,359
10,2,2022-12-21,28,3,21.0,2.0,2.0,1748,247
11,0,2022-12-21,154,5,80.0,65.0,4.0,3422,656
11,1,2022-12-21,68,5,38.0,23.0,2.0,1687,378
11,2,2022-12-21,84,0,40.0,42.0,2.0,1693,261
12,0,2022-12-21,113,2,67.0,42.0,2.0,2664,426
12,1,2022-12-21,52,2,30.0,18.0,2.0,1307,256
12,2,2022-12-21,57,0,34.0,23.0,0.0,1326,165
13,0,2022-12-21,1075,65,568.0,422.0,20.0,45865,6043
13,1,2022-12-21,512,39,289.0,172.0,12.0,22694,3515
13,2,2022-12-21,537,26,266.0,237.0,8.0,22777,2482
14,0,2022-12-21,180,6,152.0,18.0,4.0,6893,987
14,1,2022-12-21,74,3,65.0,3.0,3.0,3240,550
14,2,2022-12-21,90,3,73.0,13.0,1.0,3507,422
15,0,2022-12-21,75,3,48.0,24.0,0.0,1673,249
15,1,2022-12-21,39,2,26.0,11.0,0.0,845,138
15,2,2022-12-21,35,1,22.0,12.0,0.0,819,107
16,0,2022-12-21,85,4,68.0,13.0,0.0,2267,356
16,1,2022-12-21,39,2,33.0,4.0,0.0,1151,209
16,2,2022-12-21,44,2,34.0,8.0,0.0,1090,144
17,0,2022-12-21,236,13,130.0,82.0,11.0,5088,822
17,1,2022-12-21,119,9,80.0,25.0,5.0,2509,507
17,2,2022-12-21,116,4,50.0,56.0,6.0,2556,313
18,0,2022-12-21,149,0,94.0,55.0,0.0,3688,764
18,1,2022-12-21,59,0,37.0,22.0,0.0,1754,426
18,2,2022-12-21,90,0,57.0,33.0,0.0,1917,337
19,0,2022-12-21,126,3,107.0,7.0,9.0,3161,410
19,1,2022-12-21,69,1,59.0,3.0,6.0,1558,228
19,2,2022-12-21,57,2,48.0,4.0,3.0,1579,179
21,0,2022-12-21,197,16,117.0,63.0,1.0,7968,1366
21,1,2022-12-21,95,11,54.0,29.0,1.0,3856,790
21,2,2022-12-21,101,5,62.0,34.0,0.0,4066,567
22,0,2022-12-21,138,4,117.0,16.0,1.0,5046,535
22,1,2022-12-21,64,4,53.0,7.0,0.0,2361,284
22,2,2022-12-21,73,0,63.0,9.0,1.0,2665,248
23,0,2022-12-21,55,8,30.0,17.0,0.0,1175,178
23,1,2022-12-21,34,7,19.0,8.0,0.0,617,111
23,2,2022-12-21,21,1,11.0,9.0,0.0,555,66
24,0,2022-12-21,172,4,129.0,38.0,1.0,3377,524
24,1,2022-12-21,85,2,69.0,13.0,1.0,1659,298
24,2,2022-12-21,84,2,58.0,24.0,0.0,1689,223
25,0,2022-12-21,94,18,61.0,1.0,14.0,5133,759
25,1,2022-12-21,42,12,25.0,0.0,5.0,2541,450
25,2,2022-12-21,50,6,36.0,1.0,7.0,2582,308
26,0,2022-12-21,121,10,90.0,17.0,4.0,6218,1211
26,1,2022-12-21,75,8,56.0,10.0,1.0,3084,718
26,2,2022-12-21,46,2,34.0,7.0,3.0,3074,476
27,0,2022-12-21,192,4,121.0,67.0,0.0,4098,770
27,1,2022-12-21,94,1,63.0,30.0,0.0,1945,434
27,2,2022-12-21,98,3,58.0,37.0,0.0,2119,329
28,0,2022-12-21,154,11,89.0,48.0,6.0,6204,797
28,1,2022-12-21,71,5,47.0,14.0,5.0,3066,428
28,2,2022-12-21,82,6,42.0,33.0,1.0,3081,366
29,0,2022-12-21,333,18,252.0,59.0,4.0,6927,759
29,1,2022-12-21,150,13,114.0,21.0,2.0,3413,444
29,2,2022-12-21,178,5,134.0,37.0,2.0,3414,306
2A,0,2022-12-21,98,3,46.0,47.0,2.0,1809,250
2A,1,2022-12-21,39,2,23.0,12.0,2.0,904,143
2A,2,2022-12-21,59,1,23.0,35.0,0.0,899,107
2B,0,2022-12-21,32,1,18.0,13.0,0.0,1730,257
2B,1,2022-12-21,12,0,6.0,6.0,0.0,927,147
2B,2,2022-12-21,20,1,12.0,7.0,0.0,798,109
30,0,2022-12-21,186,19,92.0,67.0,8.0,6731,1179
30,1,2022-12-21,85,11,47.0,25.0,2.0,3394,668
30,2,2022-12-21,98,8,43.0,42.0,5.0,3307,506
31,0,2022-12-21,392,31,165.0,176.0,20.0,13438,1488
31,1,2022-12-21,196,19,89.0,82.0,6.0,6830,886
31,2,2022-12-21,193,12,75.0,92.0,14.0,6509,594
32,0,2022-12-21,83,0,63.0,19.0,1.0,1681,249
32,1,2022-12-21,36,0,29.0,6.0,1.0,831,136
32,2,2022-12-21,47,0,34.0,13.0,0.0,842,111
33,0,2022-12-21,538,63,375.0,76.0,24.0,14089,1950
33,1,2022-12-21,297,52,195.0,39.0,11.0,7095,1103
33,2,2022-12-21,234,10,174.0,37.0,13.0,6905,838
34,0,2022-12-21,389,29,251.0,100.0,9.0,12271,1853
34,1,2022-12-21,189,22,123.0,38.0,6.0,6174,1105
34,2,2022-12-21,196,7,125.0,61.0,3.0,6046,740
35,0,2022-12-21,387,25,327.0,29.0,6.0,10086,1275
35,1,2022-12-21,190,18,163.0,9.0,0.0,4962,722
35,2,2022-12-21,195,7,162.0,20.0,6.0,5073,547
36,0,2022-12-21,119,0,78.0,40.0,1.0,2512,412
36,1,2022-12-21,53,0,33.0,19.0,1.0,1232,225
36,2,2022-12-21,65,0,44.0,21.0,0.0,1243,183
37,0,2022-12-21,241,14,114.0,90.0,23.0,4597,747
37,1,2022-12-21,99,11,47.0,35.0,6.0,2380,467
37,2,2022-12-21,136,3,63.0,53.0,17.0,2199,277
38,0,2022-12-21,595,29,377.0,173.0,16.0,15654,2610
38,1,2022-12-21,291,18,194.0,73.0,6.0,7612,1531
38,2,2022-12-21,301,11,182.0,98.0,10.0,7961,1068
39,0,2022-12-21,169,5,116.0,40.0,8.0,3959,685
39,1,2022-12-21,74,1,50.0,18.0,5.0,1817,367
39,2,2022-12-21,95,4,66.0,22.0,3.0,2120,315
40,0,2022-12-21,99,5,88.0,6.0,0.0,2698,441
40,1,2022-12-21,41,1,36.0,4.0,0.0,1363,235
40,2,2022-12-21,58,4,52.0,2.0,0.0,1330,203
41,0,2022-12-21,157,3,110.0,38.0,6.0,3776,583
41,1,2022-12-21,83,2,59.0,20.0,2.0,1825,335
41,2,2022-12-21,73,1,51.0,17.0,4.0,1933,246
42,0,2022-12-21,306,15,221.0,55.0,15.0,10933,1920
42,1,2022-12-21,142,11,102.0,24.0,5.0,5362,1119
42,2,2022-12-21,163,4,118.0,31.0,10.0,5498,789
43,0,2022-12-21,106,0,85.0,21.0,0.0,3117,420
43,1,2022-12-21,48,0,41.0,7.0,0.0,1498,242
43,2,2022-12-21,57,0,43.0,14.0,0.0,1593,174
44,0,2022-12-21,201,12,177.0,12.0,0.0,10146,1407
44,1,2022-12-21,112,8,96.0,8.0,0.0,4981,789
44,2,2022-12-21,89,4,81.0,4.0,0.0,5134,616
45,0,2022-12-21,357,16,144.0,182.0,15.0,6331,1020
45,1,2022-12-21,163,12,63.0,79.0,9.0,3101,609
45,2,2022-12-21,191,4,81.0,101.0,5.0,3199,406
46,0,2022-12-21,40,1,31.0,8.0,0.0,1388,182
46,1,2022-12-21,22,1,18.0,3.0,0.0,691,111
46,2,2022-12-21,18,0,13.0,5.0,0.0,685,70
47,0,2022-12-21,59,4,49.0,6.0,0.0,2566,449
47,1,2022-12-21,23,2,20.0,1.0,0.0,1307,261
47,2,2022-12-21,36,2,29.0,5.0,0.0,1198,183
48,0,2022-12-21,11,2,6.0,3.0,0.0,732,163
48,1,2022-12-21,8,2,5.0,1.0,0.0,387,90
48,2,2022-12-21,3,0,1.0,2.0,0.0,339,72
