dep,sexe,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
62,2,2023-02-01,103,9,37.0,53.0,4.0,8173,1247
63,0,2023-02-01,149,7,92.0,49.0,1.0,6748,1230
63,1,2023-02-01,71,6,43.0,22.0,0.0,3256,691
63,2,2023-02-01,76,1,47.0,27.0,1.0,3434,534
64,0,2023-02-01,182,8,82.0,89.0,3.0,6123,897
64,1,2023-02-01,87,4,34.0,48.0,1.0,3106,505
64,2,2023-02-01,92,4,47.0,39.0,2.0,2985,389
65,0,2023-02-01,53,1,34.0,18.0,0.0,3886,483
65,1,2023-02-01,23,1,12.0,10.0,0.0,1859,258
65,2,2023-02-01,30,0,22.0,8.0,0.0,2015,225
66,0,2023-02-01,92,2,32.0,50.0,8.0,5123,898
66,1,2023-02-01,53,2,22.0,23.0,6.0,2618,529
66,2,2023-02-01,39,0,10.0,27.0,2.0,2479,366
67,0,2023-02-01,217,19,93.0,94.0,11.0,14157,2460
67,1,2023-02-01,99,14,44.0,35.0,6.0,7090,1366
67,2,2023-02-01,114,5,47.0,58.0,4.0,7005,1080
68,0,2023-02-01,180,10,92.0,73.0,5.0,13942,2340
68,1,2023-02-01,78,8,42.0,27.0,1.0,6780,1339
68,2,2023-02-01,102,2,50.0,46.0,4.0,7114,996
69,0,2023-02-01,444,47,289.0,77.0,31.0,27984,4515
69,1,2023-02-01,201,31,135.0,27.0,8.0,13619,2628
69,2,2023-02-01,237,16,150.0,50.0,21.0,13960,1837
70,0,2023-02-01,15,1,8.0,6.0,0.0,2865,429
70,1,2023-02-01,4,1,1.0,2.0,0.0,1408,244
70,2,2023-02-01,11,0,7.0,4.0,0.0,1451,184
71,0,2023-02-01,93,6,55.0,26.0,6.0,9786,1550
71,1,2023-02-01,46,5,28.0,9.0,4.0,4543,855
71,2,2023-02-01,46,1,26.0,17.0,2.0,5162,686
72,0,2023-02-01,24,0,15.0,9.0,0.0,6680,910
72,1,2023-02-01,9,0,7.0,2.0,0.0,3219,520
72,2,2023-02-01,13,0,6.0,7.0,0.0,3449,388
73,0,2023-02-01,37,2,31.0,4.0,0.0,7235,1091
73,1,2023-02-01,14,0,12.0,2.0,0.0,3547,624
73,2,2023-02-01,22,2,18.0,2.0,0.0,3650,463
74,0,2023-02-01,118,7,68.0,40.0,3.0,10726,1584
74,1,2023-02-01,52,4,28.0,18.0,2.0,5382,930
74,2,2023-02-01,62,3,38.0,20.0,1.0,5262,637
75,0,2023-02-01,844,63,543.0,233.0,5.0,38191,6401
75,1,2023-02-01,366,36,252.0,75.0,3.0,19566,3931
75,2,2023-02-01,466,27,284.0,153.0,2.0,18315,2435
76,0,2023-02-01,295,9,141.0,116.0,29.0,15507,2378
76,1,2023-02-01,116,5,58.0,41.0,12.0,7357,1293
76,2,2023-02-01,174,3,83.0,74.0,14.0,8042,1073
77,0,2023-02-01,214,18,91.0,98.0,7.0,17278,3022
77,1,2023-02-01,84,12,35.0,33.0,4.0,8465,1700
77,2,2023-02-01,130,6,56.0,65.0,3.0,8716,1303
78,0,2023-02-01,440,37,241.0,137.0,25.0,15493,2665
78,1,2023-02-01,214,26,111.0,66.0,11.0,7502,1550
78,2,2023-02-01,224,11,130.0,70.0,13.0,7875,1108
79,0,2023-02-01,110,8,93.0,8.0,1.0,3250,441
79,1,2023-02-01,54,6,42.0,6.0,0.0,1500,251
79,2,2023-02-01,55,2,50.0,2.0,1.0,1723,187
80,0,2023-02-01,152,6,57.0,87.0,2.0,5506,1225
80,1,2023-02-01,74,4,30.0,40.0,0.0,2693,683
80,2,2023-02-01,76,2,27.0,46.0,1.0,2701,522
81,0,2023-02-01,30,5,14.0,10.0,1.0,3651,653
81,1,2023-02-01,17,3,6.0,8.0,0.0,1832,393
81,2,2023-02-01,13,2,8.0,2.0,1.0,1802,259
82,0,2023-02-01,46,6,16.0,24.0,0.0,2568,420
82,1,2023-02-01,27,4,9.0,14.0,0.0,1349,225
82,2,2023-02-01,19,2,7.0,10.0,0.0,1191,187
83,0,2023-02-01,267,10,133.0,105.0,19.0,15351,2823
83,1,2023-02-01,107,6,56.0,39.0,6.0,7529,1638
83,2,2023-02-01,157,4,76.0,65.0,12.0,7663,1165
84,0,2023-02-01,114,4,54.0,56.0,0.0,10461,1656
84,1,2023-02-01,60,2,30.0,28.0,0.0,5077,932
84,2,2023-02-01,53,2,24.0,27.0,0.0,5266,700
85,0,2023-02-01,18,7,5.0,5.0,1.0,4107,576
85,1,2023-02-01,10,4,4.0,2.0,0.0,2062,357
85,2,2023-02-01,8,3,1.0,3.0,1.0,1936,199
86,0,2023-02-01,73,5,36.0,32.0,0.0,4334,538
86,1,2023-02-01,40,3,21.0,16.0,0.0,2225,305
86,2,2023-02-01,33,2,15.0,16.0,0.0,2084,229
87,0,2023-02-01,14,1,11.0,2.0,0.0,2548,519
87,1,2023-02-01,5,1,4.0,0.0,0.0,1192,300
87,2,2023-02-01,9,0,7.0,2.0,0.0,1344,217
88,0,2023-02-01,71,6,44.0,21.0,0.0,6744,1202
88,1,2023-02-01,23,3,14.0,6.0,0.0,3102,652
88,2,2023-02-01,47,3,29.0,15.0,0.0,3599,544
89,0,2023-02-01,142,4,82.0,45.0,11.0,5367,1000
89,1,2023-02-01,70,3,41.0,21.0,5.0,2507,550
89,2,2023-02-01,72,1,41.0,24.0,6.0,2810,444
90,0,2023-02-01,37,1,31.0,5.0,0.0,4894,973
90,1,2023-02-01,18,0,17.0,1.0,0.0,2398,565
90,2,2023-02-01,19,1,14.0,4.0,0.0,2494,408
91,0,2023-02-01,281,17,105.0,148.0,11.0,17762,2726
91,1,2023-02-01,115,13,51.0,51.0,0.0,8352,1498
91,2,2023-02-01,162,4,50.0,97.0,11.0,8625,1153
92,0,2023-02-01,727,53,313.0,334.0,27.0,24629,3638
92,1,2023-02-01,321,35,155.0,124.0,7.0,12352,2075
92,2,2023-02-01,372,17,150.0,190.0,15.0,12035,1535
93,0,2023-02-01,875,47,336.0,458.0,34.0,20938,3202
93,1,2023-02-01,403,31,149.0,212.0,11.0,10623,1856
93,2,2023-02-01,444,15,175.0,240.0,14.0,10018,1305
94,0,2023-02-01,421,19,261.0,129.0,12.0,24156,4075
94,1,2023-02-01,172,6,117.0,46.0,3.0,11808,2276
94,2,2023-02-01,239,13,139.0,79.0,8.0,12029,1756
95,0,2023-02-01,324,4,182.0,128.0,10.0,16261,2821
95,1,2023-02-01,141,3,86.0,46.0,6.0,8098,1662
95,2,2023-02-01,180,1,95.0,80.0,4.0,8014,1139
971,0,2023-02-01,11,0,8.0,3.0,0.0,5349,1119
971,1,2023-02-01,3,0,3.0,0.0,0.0,2726,623
971,2,2023-02-01,8,0,5.0,3.0,0.0,2591,492
972,0,2023-02-01,29,1,22.0,6.0,0.0,4616,1097
972,1,2023-02-01,16,1,10.0,5.0,0.0,2244,608
972,2,2023-02-01,12,0,11.0,1.0,0.0,2334,481
973,0,2023-02-01,5,1,3.0,1.0,0.0,6303,409
973,1,2023-02-01,2,1,1.0,0.0,0.0,2411,239
973,2,2023-02-01,3,0,2.0,1.0,0.0,3861,168
974,0,2023-02-01,116,1,33.0,82.0,0.0,8677,964
974,1,2023-02-01,60,1,22.0,37.0,0.0,4067,536
974,2,2023-02-01,55,0,11.0,44.0,0.0,4554,422
976,0,2023-02-01,0,0,0.0,0.0,0.0,1762,163
976,1,2023-02-01,0,0,0.0,0.0,0.0,736,100
976,2,2023-02-01,0,0,0.0,0.0,0.0,1001,61
978,0,2023-02-01,0,0,0.0,0.0,0.0,0,0
978,1,2023-02-01,0,0,0.0,0.0,0.0,0,0
01,0,2023-02-02,68,1,36.0,31.0,0.0,4795,838
01,1,2023-02-02,31,0,18.0,13.0,0.0,2353,486
01,2,2023-02-02,36,1,18.0,17.0,0.0,2405,349
02,0,2023-02-02,143,11,71.0,57.0,4.0,8415,1620
02,1,2023-02-02,78,8,36.0,33.0,1.0,3994,873
02,2,2023-02-02,63,3,33.0,24.0,3.0,4380,736
03,0,2023-02-02,35,2,22.0,11.0,0.0,6051,937
03,1,2023-02-02,17,2,9.0,6.0,0.0,2876,540
03,2,2023-02-02,18,0,13.0,5.0,0.0,3105,385
04,0,2023-02-02,58,0,15.0,43.0,0.0,2642,392
04,1,2023-02-02,28,0,8.0,20.0,0.0,1290,225
04,2,2023-02-02,29,0,7.0,22.0,0.0,1315,159
05,0,2023-02-02,43,3,20.0,20.0,0.0,3054,410
05,1,2023-02-02,19,1,9.0,9.0,0.0,1511,230
05,2,2023-02-02,23,2,10.0,11.0,0.0,1517,177
06,0,2023-02-02,304,19,159.0,110.0,16.0,13962,2640
06,1,2023-02-02,128,10,70.0,41.0,7.0,6948,1525
06,2,2023-02-02,167,7,86.0,65.0,9.0,6773,1073
07,0,2023-02-02,20,0,19.0,1.0,0.0,4298,673
07,1,2023-02-02,10,0,9.0,1.0,0.0,2043,394
07,2,2023-02-02,10,0,10.0,0.0,0.0,2207,275
08,0,2023-02-02,213,5,109.0,85.0,14.0,2483,553
08,1,2023-02-02,95,3,47.0,37.0,8.0,1186,310
08,2,2023-02-02,117,2,61.0,48.0,6.0,1279,240
09,0,2023-02-02,11,0,9.0,2.0,0.0,1471,254
09,1,2023-02-02,7,0,5.0,2.0,0.0,728,134
09,2,2023-02-02,3,0,3.0,0.0,0.0,736,120
10,0,2023-02-02,25,2,15.0,4.0,4.0,3600,626
10,1,2023-02-02,17,2,11.0,3.0,1.0,1787,367
10,2,2023-02-02,8,0,4.0,1.0,3.0,1790,256
11,0,2023-02-02,70,1,40.0,29.0,0.0,3625,677
11,1,2023-02-02,31,1,17.0,13.0,0.0,1775,395
11,2,2023-02-02,38,0,22.0,16.0,0.0,1801,265
12,0,2023-02-02,98,0,53.0,45.0,0.0,2793,441
12,1,2023-02-02,49,0,28.0,21.0,0.0,1372,265
12,2,2023-02-02,47,0,23.0,24.0,0.0,1388,171
13,0,2023-02-02,424,25,157.0,240.0,2.0,47435,6185
13,1,2023-02-02,188,17,71.0,100.0,0.0,23431,3589
13,2,2023-02-02,224,8,83.0,131.0,2.0,23581,2549
14,0,2023-02-02,67,4,53.0,9.0,1.0,7262,1005
14,1,2023-02-02,26,2,21.0,2.0,1.0,3401,558
14,2,2023-02-02,34,2,25.0,7.0,0.0,3682,432
15,0,2023-02-02,22,2,6.0,14.0,0.0,1781,256
15,1,2023-02-02,9,1,2.0,6.0,0.0,907,140
15,2,2023-02-02,12,1,4.0,7.0,0.0,865,112
16,0,2023-02-02,34,2,26.0,6.0,0.0,2434,370
16,1,2023-02-02,10,0,10.0,0.0,0.0,1237,217
16,2,2023-02-02,23,2,15.0,6.0,0.0,1168,150
17,0,2023-02-02,91,3,47.0,38.0,3.0,5401,855
17,1,2023-02-02,46,1,27.0,16.0,2.0,2656,531
17,2,2023-02-02,44,2,20.0,22.0,0.0,2722,321
18,0,2023-02-02,104,0,60.0,44.0,0.0,3888,783
18,1,2023-02-02,42,0,25.0,17.0,0.0,1848,441
18,2,2023-02-02,62,0,35.0,27.0,0.0,2022,341
19,0,2023-02-02,13,2,7.0,4.0,0.0,3457,425
19,1,2023-02-02,5,1,2.0,2.0,0.0,1706,236
19,2,2023-02-02,7,1,4.0,2.0,0.0,1727,185
21,0,2023-02-02,64,2,18.0,44.0,0.0,8126,1383
21,1,2023-02-02,32,1,10.0,21.0,0.0,3936,797
21,2,2023-02-02,32,1,8.0,23.0,0.0,4142,576
22,0,2023-02-02,36,2,29.0,4.0,1.0,5442,549
22,1,2023-02-02,17,2,13.0,2.0,0.0,2551,293
22,2,2023-02-02,19,0,16.0,2.0,1.0,2870,253
23,0,2023-02-02,29,4,18.0,7.0,0.0,1232,186
23,1,2023-02-02,24,4,16.0,4.0,0.0,648,117
23,2,2023-02-02,5,0,2.0,3.0,0.0,581,68
24,0,2023-02-02,97,0,64.0,33.0,0.0,3707,558
24,1,2023-02-02,49,0,36.0,13.0,0.0,1817,316
24,2,2023-02-02,48,0,28.0,20.0,0.0,1857,239
25,0,2023-02-02,29,10,18.0,0.0,1.0,5336,777
25,1,2023-02-02,14,6,7.0,0.0,1.0,2645,459
25,2,2023-02-02,15,4,11.0,0.0,0.0,2679,317
26,0,2023-02-02,50,7,30.0,12.0,1.0,6460,1249
26,1,2023-02-02,29,4,18.0,7.0,0.0,3219,742
26,2,2023-02-02,20,3,11.0,5.0,1.0,3181,490
27,0,2023-02-02,159,6,89.0,64.0,0.0,4220,781
27,1,2023-02-02,74,2,43.0,29.0,0.0,2008,440
27,2,2023-02-02,85,4,46.0,35.0,0.0,2178,334
28,0,2023-02-02,52,2,28.0,22.0,0.0,6471,819
28,1,2023-02-02,20,1,11.0,8.0,0.0,3189,443
28,2,2023-02-02,32,1,17.0,14.0,0.0,3224,373
29,0,2023-02-02,159,7,80.0,68.0,4.0,7690,807
29,1,2023-02-02,59,4,29.0,24.0,2.0,3797,471
29,2,2023-02-02,98,3,50.0,43.0,2.0,3782,327
2A,0,2023-02-02,71,0,35.0,34.0,2.0,1902,253
2A,1,2023-02-02,32,0,19.0,11.0,2.0,941,145
2A,2,2023-02-02,39,0,16.0,23.0,0.0,955,108
2B,0,2023-02-02,31,1,16.0,13.0,1.0,1775,265
2B,1,2023-02-02,14,1,6.0,7.0,0.0,949,152
2B,2,2023-02-02,16,0,9.0,6.0,1.0,821,112
30,0,2023-02-02,168,18,99.0,43.0,8.0,7081,1210
30,1,2023-02-02,93,14,59.0,18.0,2.0,3560,684
30,2,2023-02-02,73,4,38.0,25.0,6.0,3490,521
31,0,2023-02-02,159,11,61.0,87.0,0.0,14104,1537
31,1,2023-02-02,77,7,24.0,46.0,0.0,7176,913
31,2,2023-02-02,80,4,37.0,39.0,0.0,6827,616
32,0,2023-02-02,45,0,35.0,10.0,0.0,1752,260
32,1,2023-02-02,25,0,20.0,5.0,0.0,860,143
32,2,2023-02-02,20,0,15.0,5.0,0.0,883,115
33,0,2023-02-02,437,54,316.0,58.0,9.0,14560,2001
33,1,2023-02-02,237,38,163.0,32.0,4.0,7337,1133
33,2,2023-02-02,194,15,148.0,26.0,5.0,7132,858
34,0,2023-02-02,161,16,109.0,35.0,1.0,12822,1924
34,1,2023-02-02,77,10,49.0,17.0,1.0,6447,1149
34,2,2023-02-02,82,6,59.0,17.0,0.0,6320,767
35,0,2023-02-02,117,9,85.0,22.0,1.0,10904,1356
35,1,2023-02-02,59,8,40.0,11.0,0.0,5349,769
35,2,2023-02-02,58,1,45.0,11.0,1.0,5498,581
36,0,2023-02-02,46,1,22.0,23.0,0.0,2676,423
36,1,2023-02-02,18,0,7.0,11.0,0.0,1313,232
36,2,2023-02-02,28,1,15.0,12.0,0.0,1325,187
37,0,2023-02-02,83,4,45.0,34.0,0.0,4888,778
37,1,2023-02-02,41,4,18.0,19.0,0.0,2494,478
37,2,2023-02-02,41,0,27.0,14.0,0.0,2368,297
38,0,2023-02-02,323,15,170.0,123.0,15.0,16307,2678
38,1,2023-02-02,159,11,88.0,57.0,3.0,7934,1571
38,2,2023-02-02,163,4,82.0,65.0,12.0,8291,1095
39,0,2023-02-02,110,5,83.0,20.0,2.0,4129,686
39,1,2023-02-02,48,2,36.0,10.0,0.0,1895,368
39,2,2023-02-02,62,3,47.0,10.0,2.0,2211,315
40,0,2023-02-02,57,1,45.0,11.0,0.0,2876,458
40,1,2023-02-02,25,0,20.0,5.0,0.0,1456,243
40,2,2023-02-02,32,1,25.0,6.0,0.0,1415,212
41,0,2023-02-02,60,2,29.0,25.0,4.0,4034,608
41,1,2023-02-02,29,1,15.0,12.0,1.0,1952,350
41,2,2023-02-02,30,1,14.0,12.0,3.0,2064,256
42,0,2023-02-02,82,8,55.0,19.0,0.0,11364,1957
42,1,2023-02-02,35,3,24.0,8.0,0.0,5569,1143
42,2,2023-02-02,46,5,30.0,11.0,0.0,5720,801
43,0,2023-02-02,20,0,16.0,4.0,0.0,3370,435
43,1,2023-02-02,7,0,6.0,1.0,0.0,1611,249
43,2,2023-02-02,13,0,10.0,3.0,0.0,1732,182
44,0,2023-02-02,38,6,27.0,5.0,0.0,10706,1458
44,1,2023-02-02,21,4,13.0,4.0,0.0,5257,819
44,2,2023-02-02,17,2,14.0,1.0,0.0,5416,637
45,0,2023-02-02,258,18,108.0,117.0,15.0,6661,1058
45,1,2023-02-02,111,13,40.0,49.0,9.0,3268,631
45,2,2023-02-02,145,5,68.0,67.0,5.0,3361,420
46,0,2023-02-02,12,1,8.0,3.0,0.0,1462,188
46,1,2023-02-02,10,1,6.0,3.0,0.0,732,116
46,2,2023-02-02,2,0,2.0,0.0,0.0,717,71
47,0,2023-02-02,18,2,14.0,2.0,0.0,2709,466
47,1,2023-02-02,10,2,7.0,1.0,0.0,1377,277
47,2,2023-02-02,8,0,7.0,1.0,0.0,1271,184
48,0,2023-02-02,2,0,2.0,0.0,0.0,774,164
48,1,2023-02-02,2,0,2.0,0.0,0.0,414,90
48,2,2023-02-02,0,0,0.0,0.0,0.0,352,73
49,0,2023-02-02,72,4,43.0,25.0,0.0,9147,1227
49,1,2023-02-02,31,2,20.0,9.0,0.0,4401,754
49,2,2023-02-02,39,2,21.0,16.0,0.0,4695,468
50,0,2023-02-02,178,0,53.0,125.0,0.0,4844,723
50,1,2023-02-02,92,0,32.0,60.0,0.0,2260,404
50,2,2023-02-02,85,0,21.0,64.0,0.0,2514,310
51,0,2023-02-02,71,5,48.0,18.0,0.0,8146,1358
51,1,2023-02-02,33,4,26.0,3.0,0.0,3963,769
51,2,2023-02-02,34,1,22.0,11.0,0.0,4066,573
52,0,2023-02-02,74,3,45.0,26.0,0.0,2886,536
52,1,2023-02-02,33,2,26.0,5.0,0.0,1348,280
52,2,2023-02-02,40,1,18.0,21.0,0.0,1506,251
53,0,2023-02-02,16,0,16.0,0.0,0.0,3014,427
53,1,2023-02-02,9,0,9.0,0.0,0.0,1460,242
53,2,2023-02-02,7,0,7.0,0.0,0.0,1546,185
54,0,2023-02-02,142,8,71.0,55.0,8.0,9402,1721
54,1,2023-02-02,61,4,35.0,18.0,4.0,4552,979
54,2,2023-02-02,81,4,36.0,37.0,4.0,4789,728
55,0,2023-02-02,68,7,54.0,7.0,0.0,2333,494
55,1,2023-02-02,26,6,18.0,2.0,0.0,1151,283
55,2,2023-02-02,40,0,35.0,5.0,0.0,1170,210
56,0,2023-02-02,82,1,59.0,20.0,2.0,6528,859
56,1,2023-02-02,45,1,32.0,11.0,1.0,3144,484
56,2,2023-02-02,37,0,27.0,9.0,1.0,3332,368
57,0,2023-02-02,211,7,138.0,55.0,11.0,13962,3300
57,1,2023-02-02,102,5,66.0,24.0,7.0,6856,1833
57,2,2023-02-02,91,2,56.0,29.0,4.0,6986,1441
58,0,2023-02-02,26,0,20.0,6.0,0.0,2748,483
58,1,2023-02-02,8,0,7.0,1.0,0.0,1321,262
58,2,2023-02-02,18,0,13.0,5.0,0.0,1394,216
59,0,2023-02-02,659,35,367.0,229.0,28.0,38149,5949
59,1,2023-02-02,281,17,165.0,84.0,15.0,18332,3260
59,2,2023-02-02,372,18,199.0,143.0,12.0,19459,2648
60,0,2023-02-02,194,2,73.0,119.0,0.0,9822,2042
60,1,2023-02-02,84,0,32.0,52.0,0.0,4713,1103
60,2,2023-02-02,109,2,41.0,66.0,0.0,5036,921
61,0,2023-02-02,110,2,42.0,66.0,0.0,4304,608
61,1,2023-02-02,45,1,17.0,27.0,0.0,1999,344
61,2,2023-02-02,65,1,25.0,39.0,0.0,2258,259
62,0,2023-02-02,211,13,87.0,98.0,13.0,15694,2704
62,1,2023-02-02,103,5,48.0,41.0,9.0,7325,1431
62,2,2023-02-02,103,8,38.0,53.0,4.0,8173,1247
63,0,2023-02-02,143,7,91.0,44.0,1.0,6754,1230
63,1,2023-02-02,69,6,43.0,20.0,0.0,3258,691
63,2,2023-02-02,73,1,47.0,24.0,1.0,3437,534
64,0,2023-02-02,186,8,82.0,92.0,4.0,6126,898
64,1,2023-02-02,89,4,33.0,51.0,1.0,3107,506
64,2,2023-02-02,94,4,48.0,39.0,3.0,2987,389
65,0,2023-02-02,52,1,34.0,17.0,0.0,3887,483
65,1,2023-02-02,22,1,12.0,9.0,0.0,1860,258
65,2,2023-02-02,30,0,22.0,8.0,0.0,2015,225
66,0,2023-02-02,90,3,30.0,49.0,8.0,5126,898
66,1,2023-02-02,50,2,20.0,22.0,6.0,2621,529
66,2,2023-02-02,40,1,10.0,27.0,2.0,2479,366
67,0,2023-02-02,212,20,87.0,94.0,11.0,14166,2461
67,1,2023-02-02,96,15,40.0,35.0,6.0,7093,1367
67,2,2023-02-02,113,5,46.0,58.0,4.0,7011,1080
68,0,2023-02-02,176,9,90.0,72.0,5.0,13946,2340
68,1,2023-02-02,75,7,41.0,26.0,1.0,6783,1339
68,2,2023-02-02,101,2,49.0,46.0,4.0,7115,996
69,0,2023-02-02,433,46,281.0,75.0,31.0,27997,4516
69,1,2023-02-02,198,30,135.0,25.0,8.0,13624,2629
69,2,2023-02-02,231,16,144.0,50.0,21.0,13966,1837
70,0,2023-02-02,14,1,7.0,6.0,0.0,2866,429
70,1,2023-02-02,4,1,1.0,2.0,0.0,1408,244
70,2,2023-02-02,10,0,6.0,4.0,0.0,1452,184
71,0,2023-02-02,87,5,50.0,26.0,6.0,9793,1552
71,1,2023-02-02,44,5,26.0,9.0,4.0,4545,855
71,2,2023-02-02,42,0,23.0,17.0,2.0,5167,688
72,0,2023-02-02,23,0,14.0,9.0,0.0,6682,910
72,1,2023-02-02,9,0,7.0,2.0,0.0,3219,520
72,2,2023-02-02,12,0,5.0,7.0,0.0,3451,388
73,0,2023-02-02,36,2,30.0,4.0,0.0,7238,1091
73,1,2023-02-02,13,0,11.0,2.0,0.0,3548,624
73,2,2023-02-02,22,2,18.0,2.0,0.0,3652,463
74,0,2023-02-02,116,7,66.0,40.0,3.0,10726,1584
74,1,2023-02-02,50,4,26.0,18.0,2.0,5383,930
74,2,2023-02-02,62,3,38.0,20.0,1.0,5261,637
75,0,2023-02-02,804,62,520.0,217.0,5.0,38233,6402
75,1,2023-02-02,353,34,246.0,70.0,3.0,19581,3931
75,2,2023-02-02,439,28,267.0,142.0,2.0,18342,2436
76,0,2023-02-02,298,8,145.0,116.0,29.0,15507,2378
76,1,2023-02-02,118,4,61.0,41.0,12.0,7357,1293
76,2,2023-02-02,175,3,84.0,74.0,14.0,8042,1073
77,0,2023-02-02,199,17,78.0,97.0,7.0,17303,3025
77,1,2023-02-02,79,10,32.0,33.0,4.0,8473,1702
77,2,2023-02-02,120,7,46.0,64.0,3.0,8733,1304
78,0,2023-02-02,435,37,236.0,137.0,25.0,15505,2666
78,1,2023-02-02,212,26,109.0,66.0,11.0,7509,1550
78,2,2023-02-02,221,11,127.0,70.0,13.0,7880,1109
79,0,2023-02-02,110,8,93.0,8.0,1.0,3250,441
79,1,2023-02-02,54,6,42.0,6.0,0.0,1500,251
79,2,2023-02-02,55,2,50.0,2.0,1.0,1723,187
80,0,2023-02-02,152,6,57.0,87.0,2.0,5511,1225
80,1,2023-02-02,75,4,31.0,40.0,0.0,2695,683
80,2,2023-02-02,75,2,26.0,46.0,1.0,2704,522
81,0,2023-02-02,31,5,15.0,10.0,1.0,3652,653
81,1,2023-02-02,17,3,6.0,8.0,0.0,1833,393
81,2,2023-02-02,14,2,9.0,2.0,1.0,1802,259
82,0,2023-02-02,43,6,15.0,22.0,0.0,2571,420
82,1,2023-02-02,25,4,9.0,12.0,0.0,1351,225
82,2,2023-02-02,18,2,6.0,10.0,0.0,1192,187
83,0,2023-02-02,259,7,131.0,103.0,18.0,15364,2826
83,1,2023-02-02,103,4,54.0,39.0,6.0,7535,1639
83,2,2023-02-02,152,3,75.0,63.0,11.0,7670,1167
84,0,2023-02-02,101,4,49.0,48.0,0.0,10476,1656
84,1,2023-02-02,53,2,27.0,24.0,0.0,5086,932
84,2,2023-02-02,48,2,22.0,24.0,0.0,5271,700
85,0,2023-02-02,18,7,5.0,5.0,1.0,4108,576
85,1,2023-02-02,10,4,4.0,2.0,0.0,2062,357
85,2,2023-02-02,8,3,1.0,3.0,1.0,1937,199
86,0,2023-02-02,67,5,35.0,27.0,0.0,4352,539
86,1,2023-02-02,40,3,20.0,17.0,0.0,2232,305
86,2,2023-02-02,27,2,15.0,10.0,0.0,2095,230
87,0,2023-02-02,13,1,10.0,2.0,0.0,2548,519
87,1,2023-02-02,5,1,4.0,0.0,0.0,1192,300
87,2,2023-02-02,8,0,6.0,2.0,0.0,1344,217
88,0,2023-02-02,63,5,39.0,19.0,0.0,6752,1202
88,1,2023-02-02,21,2,14.0,5.0,0.0,3104,652
88,2,2023-02-02,41,3,24.0,14.0,0.0,3605,544
89,0,2023-02-02,136,4,75.0,46.0,11.0,5374,1001
89,1,2023-02-02,67,3,37.0,22.0,5.0,2510,551
89,2,2023-02-02,69,1,38.0,24.0,6.0,2814,444
90,0,2023-02-02,39,1,29.0,9.0,0.0,4895,974
90,1,2023-02-02,18,0,15.0,3.0,0.0,2399,566
90,2,2023-02-02,21,1,14.0,6.0,0.0,2494,408
91,0,2023-02-02,291,18,105.0,148.0,20.0,17773,2726
91,1,2023-02-02,119,14,50.0,51.0,4.0,8360,1498
91,2,2023-02-02,168,4,51.0,97.0,16.0,8628,1153
92,0,2023-02-02,715,53,303.0,332.0,27.0,24640,3640
92,1,2023-02-02,316,35,150.0,124.0,7.0,12357,2077
92,2,2023-02-02,365,17,145.0,188.0,15.0,12041,1535
93,0,2023-02-02,871,48,335.0,457.0,31.0,20943,3203
93,1,2023-02-02,401,31,149.0,211.0,10.0,10625,1857
93,2,2023-02-02,441,15,174.0,240.0,12.0,10021,1305
94,0,2023-02-02,416,19,258.0,127.0,12.0,24162,4077
94,1,2023-02-02,172,6,118.0,45.0,3.0,11809,2277
94,2,2023-02-02,234,13,135.0,78.0,8.0,12034,1757
95,0,2023-02-02,320,5,179.0,126.0,10.0,16267,2821
95,1,2023-02-02,139,3,86.0,44.0,6.0,8100,1662
95,2,2023-02-02,178,2,92.0,80.0,4.0,8018,1139
971,0,2023-02-02,10,0,7.0,3.0,0.0,5350,1119
971,1,2023-02-02,2,0,2.0,0.0,0.0,2727,623
971,2,2023-02-02,8,0,5.0,3.0,0.0,2591,492
972,0,2023-02-02,30,1,23.0,6.0,0.0,4616,1097
972,1,2023-02-02,17,1,11.0,5.0,0.0,2244,608
972,2,2023-02-02,12,0,11.0,1.0,0.0,2334,481
973,0,2023-02-02,5,1,3.0,1.0,0.0,6304,409
973,1,2023-02-02,2,1,1.0,0.0,0.0,2412,239
973,2,2023-02-02,3,0,2.0,1.0,0.0,3861,168
974,0,2023-02-02,113,1,30.0,82.0,0.0,8681,964
974,1,2023-02-02,58,1,20.0,37.0,0.0,4070,536
974,2,2023-02-02,54,0,10.0,44.0,0.0,4555,422
976,0,2023-02-02,0,0,0.0,0.0,0.0,1762,163
976,1,2023-02-02,0,0,0.0,0.0,0.0,736,100
976,2,2023-02-02,0,0,0.0,0.0,0.0,1001,61
978,0,2023-02-02,0,0,0.0,0.0,0.0,0,0
978,1,2023-02-02,0,0,0.0,0.0,0.0,0,0
01,0,2023-02-03,68,1,36.0,31.0,0.0,4795,838
01,1,2023-02-03,31,0,18.0,13.0,0.0,2353,486
01,2,2023-02-03,36,1,18.0,17.0,0.0,2405,349
02,0,2023-02-03,140,8,71.0,57.0,4.0,8426,1620
02,1,2023-02-03,75,5,35.0,34.0,1.0,4002,873
02,2,2023-02-03,63,3,34.0,23.0,3.0,4383,736
03,0,2023-02-03,38,2,25.0,11.0,0.0,6051,937
03,1,2023-02-03,18,2,10.0,6.0,0.0,2876,540
03,2,2023-02-03,20,0,15.0,5.0,0.0,3105,385
04,0,2023-02-03,56,0,13.0,43.0,0.0,2645,392
